"ID","Region","Gender","Degree","Marital","Religion","Happy","Income","Politics","Marijuana","DeathPenalty","OwnGun","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres04","Postlife"
3662,"South Atlantic","Male","Left HS","Married","Protestant","Not too happy","NA","Moderate","Not legal","Oppose","NA","Too much","Too little","Too little","Too little","Bush","No"
3663,"South Atlantic","Female","Bachelors","Married","None","Not too happy","8000-9999","Liberal","Legal","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
3664,"South Atlantic","Male","HS","Divorced","Protestant","Pretty happy","NA","Conservative","Legal","Oppose","No","NA","NA","NA","Too little","NA","Yes"
3665,"South Atlantic","Male","HS","Married","Protestant","Very happy","5000-5999","Conservative","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
3666,"South Atlantic","Male","HS","Married","Protestant","Pretty happy","NA","Slightly conservative","NA","Favor","No","NA","NA","NA","Too little","NA","Yes"
3667,"South Atlantic","Female","Left HS","Separated","Protestant","Very happy","NA","Extremely conservative","NA","NA","No","NA","NA","NA","About right","NA","Yes"
3668,"South Atlantic","Female","HS","Married","Protestant","Very happy","Refused","Conservative","Not legal","NA","NA","Too little","NA","Too much","About right","NA","Yes"
3669,"South Atlantic","Female","HS","Divorced","None","Pretty happy","NA","Conservative","NA","NA","No","NA","NA","NA","NA","NA","Yes"
3670,"South Atlantic","Female","HS","Never Married","None","Pretty happy","Refused","Extremely liberal","NA","Favor","NA","Too much","Too little","Too little","About right","NA","NA"
3671,"South Atlantic","Female","HS","Separated","Protestant","Not too happy","NA","Slightly liberal","Legal","Favor","NA","Too little","Too little","Too little","About right","Kerry","Yes"
3672,"South Atlantic","Female","Left HS","Never Married","Protestant","NA","NA","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3673,"South Atlantic","Female","HS","Married","Protestant","Very happy","NA","Moderate","Not legal","Oppose","NA","NA","NA","NA","NA","Kerry","Yes"
3674,"South Atlantic","Female","HS","Widowed","Protestant","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3675,"South Atlantic","Female","HS","Married","Protestant","Very happy","NA","Moderate","NA","NA","No","NA","NA","NA","Too little","NA","Yes"
3676,"South Atlantic","Female","Left HS","Married","Protestant","Very happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
3677,"South Atlantic","Female","HS","Married","Protestant","NA","Refused","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3678,"South Atlantic","Female","Left HS","Divorced","Protestant","Pretty happy","Refused","Slightly conservative","Not legal","Oppose","NA","Too little","About right","About right","NA","Bush","Yes"
3679,"South Atlantic","Female","Left HS","Widowed","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3680,"South Atlantic","Male","HS","Married","Protestant","NA","90000-109999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3681,"South Atlantic","Male","Bachelors","Married","Protestant","NA","Refused","Conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3682,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","NA","Conservative","NA","Favor","Yes","Too little","Too little","About right","Too little","Kerry","NA"
3683,"South Atlantic","Female","Left HS","Married","Protestant","NA","Refused","NA","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3684,"South Atlantic","Female","Left HS","Never Married","Protestant","Very happy","NA","Conservative","NA","Favor","No","Too much","Too little","Too much","Too little","Kerry","Yes"
3685,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","25000-29999","Extremely conservative","Not legal","Favor","Yes","About right","About right","About right","Too much","Bush","Yes"
3686,"South Atlantic","Female","Left HS","Never Married","Protestant","Not too happy","NA","Moderate","Not legal","Favor","No","Too little","Too little","Too much","Too much","NA","Yes"
3687,"South Atlantic","Male","HS","Married","Protestant","Very happy","Refused","Moderate","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
3688,"South Atlantic","Male","HS","Never Married","Protestant","Pretty happy","NA","Slightly liberal","NA","Favor","Yes","Too much","Too little","Too little","Too little","NA","No"
3689,"South Atlantic","Male","HS","Never Married","Protestant","Pretty happy","NA","Conservative","Not legal","NA","NA","NA","NA","NA","Too much","Kerry","NA"
3690,"South Atlantic","Male","HS","Married","Protestant","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","Nader","NA"
3691,"South Atlantic","Male","Left HS","Never Married","None","Pretty happy","20000-22499","Slightly conservative","NA","Favor","No","NA","Too little","Too little","NA","NA","No"
3692,"South Atlantic","Female","Left HS","Never Married","Protestant","Pretty happy","1000-2999","Moderate","Legal","Oppose","No","NA","NA","NA","About right","NA","No"
3693,"South Atlantic","Male","Bachelors","Married","Protestant","Pretty happy","75000-89999","Conservative","Not legal","Favor","No","NA","NA","NA","Too much","Bush","Yes"
3694,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","NA","Moderate","NA","Favor","No","NA","Too little","About right","NA","NA","Yes"
3695,"South Atlantic","Female","Jr Col","Married","Protestant","Very happy","Refused","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
3696,"South Atlantic","Female","Left HS","Widowed","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3697,"South Atlantic","Female","HS","Widowed","Protestant","Very happy","NA","Extremely conservative","Legal","Favor","Yes","About right","About right","Too much","Too much","Bush","No"
3698,"South Atlantic","Female","Jr Col","Married","Protestant","Pretty happy","NA","Slightly conservative","NA","Favor","Yes","NA","NA","NA","About right","NA","Yes"
3699,"South Atlantic","Male","Left HS","Divorced","Protestant","Very happy","NA","Moderate","NA","Favor","Yes","NA","Too little","NA","Too much","NA","No"
3700,"South Atlantic","Male","Left HS","Divorced","None","Pretty happy","NA","NA","Legal","Oppose","Refused","Too little","About right","About right","About right","NA","NA"
3701,"South Atlantic","Female","HS","Never Married","Protestant","Very happy","NA","Moderate","Not legal","NA","No","NA","NA","NA","Too little","NA","NA"
3702,"South Atlantic","Male","HS","Never Married","Protestant","NA","Refused","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3703,"South Atlantic","Female","Bachelors","Divorced","Protestant","Very happy","NA","Moderate","Legal","Favor","NA","About right","Too little","Too little","Too much","NA","No"
3704,"South Atlantic","Male","Left HS","Married","Protestant","Pretty happy","25000-29999","Moderate","Legal","Oppose","No","NA","NA","NA","About right","NA","NA"
3705,"South Atlantic","Female","Bachelors","Divorced","Protestant","Pretty happy","40000-49999","Moderate","Not legal","NA","No","NA","NA","NA","Too little","Kerry","Yes"
3706,"South Atlantic","Female","Left HS","Separated","Protestant","Pretty happy","NA","NA","Not legal","NA","NA","NA","NA","NA","NA","NA","Yes"
3707,"South Atlantic","Female","HS","Never Married","Protestant","NA","Refused","NA","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3708,"South Atlantic","Male","HS","Never Married","Protestant","Pretty happy","25000-29999","Slightly liberal","Legal","Favor","NA","Too much","Too little","Too little","About right","Kerry","Yes"
3709,"South Atlantic","Male","Left HS","Married","Protestant","Pretty happy","35000-39999","Moderate","NA","Favor","No","Too much","Too little","Too much","Too much","NA","Yes"
3710,"South Atlantic","Female","HS","Never Married","Protestant","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3711,"South Atlantic","Female","HS","Divorced","Catholic","Pretty happy","30000-34999","Liberal","NA","Favor","Yes","NA","NA","NA","About right","Nader","Yes"
3712,"South Atlantic","Male","Left HS","Divorced","Protestant","NA","Refused","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3713,"South Atlantic","Male","HS","Separated","Catholic","NA","Refused","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3714,"South Atlantic","Male","HS","Married","Protestant","Very happy","Refused","NA","NA","NA","No","Too little","Too little","Too little","Too much","Kerry","Yes"
3715,"South Atlantic","Female","Bachelors","Never Married","None","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3716,"South Atlantic","Female","Left HS","Separated","Protestant","Pretty happy","4000-4999","Slightly conservative","Not legal","Favor","Yes","About right","Too little","Too little","About right","NA","Yes"
3717,"South Atlantic","Female","Left HS","Divorced","Protestant","NA","30000-34999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3718,"South Atlantic","Male","Bachelors","Never Married","Protestant","Pretty happy","50000-59999","Slightly liberal","NA","Favor","Yes","NA","NA","NA","About right","Bush","NA"
3719,"South Atlantic","Male","HS","Married","Protestant","Not too happy","35000-39999","Slightly conservative","Legal","Favor","NA","Too little","Too little","Too much","About right","Kerry","Yes"
3720,"South Atlantic","Male","HS","Married","Protestant","Pretty happy","25000-29999","Conservative","NA","Favor","Yes","NA","NA","NA","Too much","Bush","Yes"
3721,"South Atlantic","Female","Jr Col","Divorced","Protestant","Pretty happy","15000-17499","Conservative","Not legal","Oppose","No","NA","NA","NA","About right","Nader","No"
3722,"South Atlantic","Female","HS","Widowed","Protestant","Not too happy","22500-24999","NA","Not legal","Favor","No","NA","Too little","NA","NA","NA","Yes"
3723,"South Atlantic","Female","Left HS","Separated","Protestant","Very happy","NA","Extremely conservative","Not legal","Oppose","Yes","Too much","About right","About right","Too much","NA","Yes"
3724,"South Atlantic","Female","Graduate","Married","Protestant","Pretty happy","30000-34999","Slightly conservative","Not legal","Oppose","No","About right","Too little","About right","About right","Bush","Yes"
3725,"South Atlantic","Female","HS","Married","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3726,"South Atlantic","Male","Bachelors","Married","Protestant","NA","90000-109999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3727,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","Too little","NA","Yes"
3728,"South Atlantic","Female","HS","Never Married","Protestant","Not too happy","1000-2999","Conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
3729,"South Atlantic","Female","Left HS","Married","Protestant","Pretty happy","Refused","Moderate","Not legal","Favor","Yes","Too much","Too little","Too little","Too little","Bush","Yes"
3730,"South Atlantic","Female","Left HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3731,"South Atlantic","Female","HS","Never Married","Protestant","Pretty happy","10000-124999","Moderate","Not legal","Oppose","NA","NA","NA","NA","About right","Bush","Yes"
3732,"South Atlantic","Female","HS","Divorced","Protestant","NA","NA","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3733,"South Atlantic","Female","HS","Married","Protestant","NA","35000-39999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3734,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","1000-2999","Liberal","Legal","Oppose","No","NA","NA","NA","Too little","NA","Yes"
3735,"South Atlantic","Male","HS","Divorced","Other","Pretty happy","NA","Liberal","Not legal","Oppose","NA","Too much","Too little","Too little","Too much","NA","No"
3736,"South Atlantic","Male","Left HS","Divorced","Protestant","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3737,"South Atlantic","Female","HS","Divorced","Protestant","NA","15000-17499","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3738,"South Atlantic","Female","Left HS","Widowed","Protestant","Pretty happy","NA","Extremely conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
3739,"South Atlantic","Male","HS","Married","Protestant","NA","Refused","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3740,"South Atlantic","Male","Jr Col","Married","Protestant","Very happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
3741,"South Atlantic","Female","HS","Divorced","Protestant","Pretty happy","25000-29999","Liberal","Legal","Favor","Yes","About right","Too little","Too little","Too little","NA","Yes"
3742,"South Atlantic","Male","Bachelors","Married","Protestant","Very happy","NA","Conservative","NA","Favor","Yes","NA","NA","NA","Too much","NA","Yes"
3743,"South Atlantic","Female","HS","Married","Catholic","Very happy","NA","Moderate","NA","Oppose","No","NA","NA","NA","NA","Kerry","NA"
3744,"South Atlantic","Female","Left HS","Divorced","Protestant","Not too happy","12500-14999","Slightly liberal","NA","Favor","No","NA","NA","NA","Too little","NA","No"
3745,"South Atlantic","Male","Left HS","Married","Protestant","Pretty happy","50000-59999","Moderate","NA","Favor","Yes","Too little","Too little","Too much","Too little","Bush","Yes"
3746,"South Atlantic","Female","Bachelors","Married","Protestant","Pretty happy","75000-89999","Conservative","Legal","Favor","Yes","NA","NA","NA","Too little","NA","Yes"
3747,"South Atlantic","Female","Jr Col","Married","Protestant","Not too happy","NA","Moderate","Legal","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
3748,"South Atlantic","Male","HS","Divorced","Protestant","Pretty happy","35000-39999","Extremely conservative","NA","Favor","Yes","Too little","About right","About right","Too little","NA","No"
3749,"South Atlantic","Female","HS","Divorced","Protestant","Not too happy","17500-19999","Conservative","Not legal","Favor","No","NA","NA","NA","Too little","Bush","Yes"
3750,"South Atlantic","Female","HS","Never Married","Catholic","Pretty happy","NA","Slightly conservative","Not legal","Favor","No","About right","Too little","Too little","Too little","NA","Yes"
3751,"South Atlantic","Female","Jr Col","Married","Catholic","NA","110000-129999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3752,"South Atlantic","Male","HS","Married","Protestant","Pretty happy","40000-49999","Extremely conservative","NA","Favor","Yes","About right","Too little","Too little","Too little","Bush","Yes"
3753,"South Atlantic","Female","Left HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3754,"South Atlantic","Female","HS","Widowed","Protestant","NA","22500-24999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3755,"South Atlantic","Female","HS","Never Married","Catholic","Pretty happy","1000-2999","Moderate","NA","Favor","Yes","About right","Too little","Too little","About right","NA","Yes"
3756,"South Atlantic","Male","Graduate","Married","Protestant","NA","130000-149999","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3757,"South Atlantic","Male","Jr Col","Divorced","Protestant","Pretty happy","6000-6999","Slightly liberal","Legal","Favor","NA","Too much","Too little","About right","About right","NA","Yes"
3758,"South Atlantic","Male","Jr Col","Widowed","Protestant","Pretty happy","NA","Extremely conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
3759,"South Atlantic","Female","Bachelors","Married","Protestant","Very happy","25000-29999","Conservative","NA","Favor","Yes","About right","Too little","Too little","About right","Bush","Yes"
3760,"South Atlantic","Female","HS","Divorced","Protestant","Pretty happy","30000-34999","Moderate","Legal","Favor","No","About right","Too little","Too little","Too little","NA","Yes"
3761,"South Atlantic","Male","HS","Never Married","Protestant","Pretty happy","40000-49999","Slightly liberal","Legal","Favor","No","NA","NA","NA","Too little","Bush","Yes"
3762,"South Atlantic","Female","Left HS","Widowed","Protestant","NA","NA","Liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3763,"South Atlantic","Female","HS","Married","Protestant","Very happy","3000-3999","Conservative","NA","Favor","No","Too much","Too little","Too little","Too little","NA","Yes"
3764,"South Atlantic","Male","HS","Married","Protestant","Very happy","50000-59999","Moderate","Not legal","Favor","NA","Too little","Too little","Too little","NA","NA","NA"
3765,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","10000-124999","Moderate","NA","Favor","Yes","Too much","Too little","Too little","Too little","Kerry","NA"
3766,"South Atlantic","Female","Bachelors","Divorced","Protestant","Pretty happy","30000-34999","Moderate","Legal","Favor","NA","NA","NA","NA","Too much","NA","No"
3767,"South Atlantic","Female","Bachelors","Never Married","Protestant","NA","40000-49999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3768,"South Atlantic","Female","Left HS","Separated","Buddhism","Pretty happy","NA","Moderate","NA","Favor","No","Too much","About right","Too little","Too little","NA","No"
3769,"South Atlantic","Female","HS","Married","Protestant","Not too happy","17500-19999","Conservative","Legal","Favor","Yes","Too little","Too little","Too little","Too much","Bush","Yes"
3770,"South Atlantic","Male","Left HS","Married","Protestant","Pretty happy","20000-22499","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
3771,"South Central","Female","HS","Divorced","Protestant","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3772,"South Central","Male","HS","Never Married","Protestant","Pretty happy","25000-29999","Conservative","NA","Favor","No","Too little","Too little","Too little","Too little","Kerry","Yes"
3773,"South Central","Female","Jr Col","Divorced","Protestant","Pretty happy","Refused","Liberal","NA","Favor","Refused","NA","NA","NA","About right","Kerry","Yes"
3774,"South Central","Female","HS","Widowed","Protestant","NA","17500-19999","Liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3775,"South Central","Male","Left HS","Divorced","Protestant","Pretty happy","30000-34999","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
3776,"South Central","Male","Left HS","Widowed","None","Very happy","NA","Moderate","Legal","Oppose","NA","Too little","Too much","About right","Too little","NA","Yes"
3777,"South Central","Female","HS","Never Married","Catholic","Pretty happy","50000-59999","Slightly liberal","Legal","Favor","Yes","NA","NA","NA","Too little","Nader","Yes"
3778,"South Central","Male","HS","Never Married","Christian","Pretty happy","NA","Moderate","Not legal","Favor","No","NA","NA","NA","About right","NA","Yes"
3779,"South Central","Female","Bachelors","Divorced","NA","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3780,"South Central","Female","HS","Married","Protestant","Pretty happy","20000-22499","Conservative","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
3781,"South Central","Male","Left HS","Divorced","Protestant","Very happy","15000-17499","Moderate","Legal","Favor","Yes","Too little","Too little","Too little","Too little","NA","Yes"
3782,"South Central","Female","HS","Divorced","Protestant","Pretty happy","NA","Moderate","NA","Oppose","No","NA","NA","NA","About right","NA","Yes"
3783,"South Central","Female","Graduate","Married","None","Very happy","Refused","Slightly liberal","Legal","Favor","Yes","Too much","Too little","Too little","About right","Kerry","Yes"
3784,"South Central","Male","HS","Divorced","Protestant","Pretty happy","NA","Moderate","NA","Favor","Yes","NA","NA","NA","Too little","NA","Yes"
3785,"South Central","Female","HS","Widowed","Protestant","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3786,"South Central","Female","HS","Divorced","Protestant","Very happy","NA","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
3787,"South Central","Female","HS","Married","Catholic","Pretty happy","30000-34999","Conservative","Legal","Favor","NA","Too little","NA","Too little","NA","NA","Yes"
3788,"South Central","Male","HS","Married","Protestant","NA","50000-59999","Conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3789,"South Central","Female","Jr Col","Married","Protestant","Very happy","75000-89999","Conservative","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
3790,"South Central","Male","HS","Married","Protestant","NA","22500-24999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3791,"South Central","Male","HS","Married","Protestant","NA","60000-74999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3792,"South Central","Female","HS","Married","Protestant","NA","12500-14999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3793,"South Central","Male","HS","Married","Protestant","Pretty happy","50000-59999","Conservative","NA","NA","No","About right","Too little","Too little","Too little","Bush","Yes"
3794,"South Central","Female","HS","Married","Protestant","Pretty happy","NA","Moderate","Legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
3795,"South Central","Male","HS","Married","Protestant","Not too happy","NA","Moderate","Not legal","Oppose","No","NA","NA","NA","About right","Kerry","Yes"
3796,"South Central","Male","Left HS","Divorced","None","Not too happy","NA","Liberal","Not legal","Oppose","NA","NA","NA","NA","Too little","NA","Yes"
3797,"South Central","Male","HS","Divorced","Protestant","NA","50000-59999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3798,"South Central","Female","Left HS","Divorced","Protestant","Very happy","25000-29999","Slightly conservative","NA","Favor","No","Too much","Too little","About right","Too much","NA","Yes"
3799,"South Central","Female","HS","Widowed","Protestant","Very happy","NA","Slightly conservative","NA","Favor","Yes","NA","Too little","Too little","NA","Kerry","Yes"
3800,"South Central","Female","HS","Married","Protestant","NA","NA","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3801,"South Central","Female","Left HS","Married","Protestant","Very happy","NA","NA","NA","Favor","Refused","Too much","About right","NA","Too much","Kerry","Yes"
3802,"South Central","Male","HS","Never Married","Protestant","Very happy","NA","Moderate","Not legal","Favor","Yes","NA","NA","NA","About right","NA","Yes"
3803,"South Central","Female","HS","Widowed","Protestant","Pretty happy","Refused","Slightly conservative","NA","Favor","Refused","About right","Too little","Too little","About right","Bush","Yes"
3804,"South Central","Female","HS","Widowed","Protestant","Pretty happy","8000-9999","Moderate","Not legal","Favor","Yes","Too little","About right","Too little","About right","NA","Yes"
3805,"South Central","Male","HS","Married","Protestant","Very happy","75000-89999","Conservative","Not legal","Favor","Yes","About right","About right","Too little","NA","Bush","Yes"
3806,"South Central","Female","HS","Widowed","Protestant","Not too happy","NA","Slightly conservative","Not legal","Favor","No","About right","Too little","Too little","About right","Kerry","Yes"
3807,"South Central","Male","Left HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3808,"South Central","Male","Left HS","Divorced","Protestant","NA","NA","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3809,"South Central","Male","HS","Divorced","None","Pretty happy","5000-5999","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
3810,"South Central","Male","Left HS","Married","Protestant","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3811,"South Central","Female","HS","Married","Protestant","NA","22500-24999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3812,"South Central","Male","HS","Married","Protestant","NA","6000-6999","Liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3813,"South Central","Male","Left HS","Separated","Protestant","Pretty happy","NA","Slightly liberal","Not legal","Favor","Yes","About right","About right","Too little","About right","NA","Yes"
3814,"South Central","Male","Left HS","Never Married","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3815,"South Central","Female","Left HS","Married","Protestant","Very happy","NA","Slightly conservative","NA","Favor","Yes","NA","NA","NA","Too little","Bush","Yes"
3816,"South Central","Female","Left HS","Separated","Protestant","NA","10000-124999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3817,"South Central","Male","Left HS","Married","Protestant","NA","15000-17499","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3818,"South Central","Male","HS","Married","Protestant","Very happy","NA","Moderate","Legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
3819,"South Central","Male","HS","Divorced","Protestant","NA","3000-3999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3820,"South Central","Male","HS","Married","Protestant","Pretty happy","Refused","Conservative","Not legal","Favor","NA","NA","NA","NA","Too much","Bush","Yes"
3821,"South Central","Female","Jr Col","Married","Protestant","NA","40000-49999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3822,"South Central","Female","Bachelors","Divorced","Protestant","Pretty happy","50000-59999","Extremely conservative","Legal","Favor","NA","Too little","Too much","Too much","About right","Bush","Yes"
3823,"South Central","Female","Bachelors","Never Married","Protestant","Very happy","6000-6999","Conservative","Not legal","Oppose","No","NA","NA","NA","Too little","Bush","Yes"
3824,"South Central","Female","Graduate","Divorced","Protestant","Pretty happy","35000-39999","Slightly conservative","Not legal","Oppose","No","Too much","Too little","Too little","Too little","Kerry","Yes"
3825,"South Atlantic","Female","Bachelors","Married","Protestant","Pretty happy","30000-34999","Slightly liberal","Not legal","Favor","NA","Too little","Too little","Too little","Too little","Bush","No"
3826,"South Atlantic","Male","HS","Never Married","Catholic","Very happy","150000+","Extremely conservative","Legal","Favor","NA","Too little","Too little","Too little","Too little","Bush","No"
3827,"South Atlantic","Female","HS","Divorced","None","Very happy","35000-39999","Liberal","NA","NA","No","NA","NA","NA","Too little","Kerry","NA"
3828,"South Atlantic","Female","HS","Never Married","Protestant","Pretty happy","under 1000","Extremely conservative","Not legal","Favor","Yes","Too little","Too little","Too little","Too much","NA","Yes"
3829,"South Atlantic","Female","Left HS","Married","Protestant","Very happy","NA","Extremely liberal","Not legal","Favor","No","Too little","Too little","Too much","About right","Kerry","Yes"
3830,"South Atlantic","Male","Bachelors","Married","None","Very happy","Refused","Slightly conservative","NA","Favor","Yes","NA","NA","NA","Too little","Bush","No"
3831,"South Atlantic","Female","HS","Married","None","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3832,"South Atlantic","Male","HS","Married","Protestant","NA","60000-74999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3833,"South Atlantic","Male","HS","Married","Protestant","NA","150000+","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3834,"South Atlantic","Male","HS","Widowed","Protestant","Pretty happy","NA","Moderate","NA","NA","Yes","NA","NA","NA","About right","Bush","Yes"
3835,"South Atlantic","Male","Bachelors","Divorced","Protestant","Pretty happy","1000-2999","Conservative","NA","Favor","No","NA","NA","NA","About right","Bush","NA"
3836,"South Atlantic","Female","Bachelors","Widowed","Protestant","Pretty happy","Refused","Conservative","NA","Oppose","Yes","NA","NA","NA","About right","Bush","Yes"
3837,"South Atlantic","Female","Jr Col","Married","Catholic","NA","35000-39999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3838,"South Atlantic","Male","Bachelors","Married","Protestant","NA","75000-89999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3839,"South Atlantic","Male","HS","Married","Protestant","Very happy","30000-34999","Moderate","NA","Favor","Yes","About right","About right","About right","Too much","NA","No"
3840,"South Atlantic","Female","Jr Col","Married","Protestant","NA","150000+","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3841,"South Atlantic","Female","Jr Col","Married","Catholic","Very happy","30000-34999","Moderate","Not legal","Favor","Yes","Too little","Too little","Too little","About right","Bush","No"
3842,"South Atlantic","Female","Bachelors","Married","Protestant","NA","110000-129999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3843,"South Atlantic","Male","Bachelors","Divorced","Protestant","NA","50000-59999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3844,"South Atlantic","Female","Bachelors","Married","Catholic","NA","Refused","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3845,"South Atlantic","Male","HS","Married","Protestant","Pretty happy","40000-49999","Moderate","NA","Favor","NA","Too much","Too little","Too little","About right","Kerry","Yes"
3846,"South Atlantic","Female","Bachelors","Married","Protestant","NA","90000-109999","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3847,"South Atlantic","Female","HS","Widowed","Catholic","NA","NA","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3848,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","4000-4999","Conservative","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
3849,"South Atlantic","Male","HS","Never Married","Protestant","Pretty happy","10000-124999","Conservative","Legal","Favor","No","About right","About right","About right","Too little","Bush","Yes"
3850,"South Atlantic","Male","HS","Married","Catholic","Pretty happy","35000-39999","Slightly conservative","Not legal","Favor","Refused","NA","NA","NA","About right","Bush","Yes"
