"ID","Carrier","FlightNo","Destination","DepartTime","Day","Month","FlightLength","Delay","Delayed30"
2978,"AA",371,"ORD","8-Mid","Tue","June",155,73,"Yes"
2979,"AA",413,"MIA","4-8am","Tue","June",185,-7,"No"
2980,"AA",599,"MIA","8-Noon","Tue","June",190,189,"Yes"
2981,"AA",611,"BNA","8-Noon","Tue","June",155,42,"Yes"
2982,"AA",701,"DFW","4-8am","Tue","June",225,-5,"No"
2983,"AA",707,"DFW","4-8am","Tue","June",230,-7,"No"
2984,"AA",709,"DFW","4-8am","Tue","June",235,0,"No"
2985,"AA",713,"DFW","8-Noon","Tue","June",240,46,"Yes"
2986,"AA",721,"DFW","8-Noon","Tue","June",245,0,"No"
2987,"AA",731,"DFW","8-Noon","Tue","June",240,41,"Yes"
2988,"AA",739,"DFW","8-Noon","Tue","June",240,105,"Yes"
2989,"AA",743,"DFW","Noon-4pm","Tue","June",235,32,"Yes"
2990,"AA",745,"DFW","Noon-4pm","Tue","June",240,94,"Yes"
2991,"AA",751,"DFW","Noon-4pm","Tue","June",245,18,"No"
2992,"AA",753,"DFW","Noon-4pm","Tue","June",240,30,"No"
2993,"AA",759,"DFW","Noon-4pm","Tue","June",245,51,"Yes"
2994,"AA",763,"DFW","4-8pm","Tue","June",250,-8,"No"
2995,"AA",785,"DFW","4-8pm","Tue","June",240,1,"No"
2996,"AA",787,"DFW","4-8pm","Tue","June",240,0,"No"
2997,"AA",791,"DFW","8-Mid","Tue","June",235,85,"Yes"
2998,"AA",1423,"MIA","Noon-4pm","Tue","June",190,106,"Yes"
2999,"AA",1551,"BNA","4-8pm","Tue","June",150,-7,"No"
3000,"AA",1559,"MIA","4-8pm","Tue","June",195,250,"Yes"
3001,"AA",1685,"MIA","4-8am","Tue","June",175,-1,"No"
3002,"AA",1709,"MIA","8-Mid","Tue","June",185,203,"Yes"
3003,"AA",1741,"BNA","Noon-4pm","Tue","June",150,1,"No"
3004,"AA",1757,"STL","8-Noon","Tue","June",170,0,"No"
3005,"AA",1855,"STL","8-Noon","Tue","June",165,54,"Yes"
3006,"AA",2011,"MIA","4-8pm","Tue","June",185,257,"Yes"
3007,"AA",2015,"MIA","8-Noon","Tue","June",190,38,"Yes"
3008,"AA",2019,"STL","8-Mid","Tue","June",160,103,"Yes"
3009,"AA",2093,"MIA","Noon-4pm","Tue","June",190,103,"Yes"
3010,"AA",2223,"STL","4-8pm","Tue","June",175,-8,"No"
3011,"AA",2255,"MIA","4-8am","Tue","June",175,-2,"No"
3012,"AA",301,"ORD","4-8am","Wed","June",140,-5,"No"
3013,"AA",303,"ORD","4-8am","Wed","June",145,101,"Yes"
3014,"AA",305,"ORD","4-8am","Wed","June",145,-3,"No"
3015,"AA",309,"ORD","8-Noon","Wed","June",145,-5,"No"
3016,"AA",313,"ORD","8-Noon","Wed","June",155,26,"No"
3017,"AA",319,"ORD","8-Noon","Wed","June",150,-5,"No"
3018,"AA",321,"ORD","8-Noon","Wed","June",155,-1,"No"
3019,"AA",327,"ORD","Noon-4pm","Wed","June",155,-4,"No"
3020,"AA",329,"ORD","Noon-4pm","Wed","June",150,-8,"No"
3021,"AA",333,"ORD","Noon-4pm","Wed","June",155,3,"No"
3022,"AA",335,"ORD","Noon-4pm","Wed","June",160,9,"No"
3023,"AA",337,"ORD","Noon-4pm","Wed","June",160,-4,"No"
3024,"AA",341,"ORD","4-8pm","Wed","June",160,-8,"No"
3025,"AA",345,"ORD","4-8pm","Wed","June",160,-3,"No"
3026,"AA",347,"ORD","4-8pm","Wed","June",155,80,"Yes"
3027,"AA",371,"ORD","8-Mid","Wed","June",155,32,"Yes"
3028,"AA",413,"MIA","4-8am","Wed","June",185,-5,"No"
3029,"AA",599,"MIA","8-Noon","Wed","June",190,-2,"No"
3030,"AA",611,"BNA","8-Noon","Wed","June",155,-6,"No"
3031,"AA",701,"DFW","4-8am","Wed","June",225,-7,"No"
3032,"AA",707,"DFW","4-8am","Wed","June",230,-7,"No"
3033,"AA",709,"DFW","4-8am","Wed","June",235,-1,"No"
3034,"AA",713,"DFW","8-Noon","Wed","June",240,-3,"No"
3035,"AA",721,"DFW","8-Noon","Wed","June",245,-6,"No"
3036,"AA",731,"DFW","8-Noon","Wed","June",240,-8,"No"
3037,"AA",739,"DFW","8-Noon","Wed","June",240,-2,"No"
3038,"AA",743,"DFW","Noon-4pm","Wed","June",235,-6,"No"
3039,"AA",745,"DFW","Noon-4pm","Wed","June",240,-7,"No"
3040,"AA",751,"DFW","Noon-4pm","Wed","June",245,-3,"No"
3041,"AA",753,"DFW","Noon-4pm","Wed","June",240,7,"No"
3042,"AA",759,"DFW","Noon-4pm","Wed","June",245,0,"No"
3043,"AA",763,"DFW","4-8pm","Wed","June",250,8,"No"
3044,"AA",785,"DFW","4-8pm","Wed","June",240,14,"No"
3045,"AA",787,"DFW","4-8pm","Wed","June",240,4,"No"
3046,"AA",791,"DFW","8-Mid","Wed","June",235,23,"No"
3047,"AA",1423,"MIA","Noon-4pm","Wed","June",190,-6,"No"
3048,"AA",1551,"BNA","4-8pm","Wed","June",150,-5,"No"
3049,"AA",1559,"MIA","4-8pm","Wed","June",195,2,"No"
3050,"AA",1685,"MIA","4-8am","Wed","June",175,0,"No"
3051,"AA",1709,"MIA","8-Mid","Wed","June",185,4,"No"
3052,"AA",1741,"BNA","Noon-4pm","Wed","June",150,-4,"No"
3053,"AA",1757,"STL","8-Noon","Wed","June",170,-7,"No"
3054,"AA",1855,"STL","8-Noon","Wed","June",165,-9,"No"
3055,"AA",2011,"MIA","4-8pm","Wed","June",185,-2,"No"
3056,"AA",2015,"MIA","8-Noon","Wed","June",190,-4,"No"
3057,"AA",2019,"STL","8-Mid","Wed","June",160,-8,"No"
3058,"AA",2093,"MIA","Noon-4pm","Wed","June",190,54,"Yes"
3059,"AA",2223,"STL","4-8pm","Wed","June",175,-3,"No"
3060,"AA",2255,"MIA","4-8am","Wed","June",175,-9,"No"
3061,"AA",301,"ORD","4-8am","Thu","June",140,-3,"No"
3062,"AA",303,"ORD","4-8am","Thu","June",145,-5,"No"
3063,"AA",305,"ORD","4-8am","Thu","June",140,-5,"No"
3064,"AA",309,"ORD","4-8am","Thu","June",140,-6,"No"
3065,"AA",313,"ORD","8-Noon","Thu","June",150,-2,"No"
3066,"AA",319,"ORD","8-Noon","Thu","June",150,-6,"No"
3067,"AA",321,"ORD","8-Noon","Thu","June",150,1,"No"
3068,"AA",327,"ORD","Noon-4pm","Thu","June",150,110,"Yes"
3069,"AA",329,"ORD","Noon-4pm","Thu","June",150,-4,"No"
3070,"AA",333,"ORD","Noon-4pm","Thu","June",160,26,"No"
3071,"AA",335,"ORD","Noon-4pm","Thu","June",165,13,"No"
3072,"AA",337,"ORD","Noon-4pm","Thu","June",159,57,"Yes"
3073,"AA",341,"ORD","4-8pm","Thu","June",160,11,"No"
3074,"AA",345,"ORD","4-8pm","Thu","June",155,8,"No"
3075,"AA",347,"ORD","4-8pm","Thu","June",168,69,"Yes"
3076,"AA",353,"ORD","4-8pm","Thu","June",155,57,"Yes"
3077,"AA",363,"ORD","4-8pm","Thu","June",155,79,"Yes"
3078,"AA",371,"ORD","8-Mid","Thu","June",154,95,"Yes"
3079,"AA",413,"MIA","4-8am","Thu","June",183,-6,"No"
3080,"AA",599,"MIA","8-Noon","Thu","June",189,-4,"No"
3081,"AA",611,"BNA","8-Noon","Thu","June",145,-9,"No"
3082,"AA",701,"DFW","4-8am","Thu","June",213,-9,"No"
3083,"AA",707,"DFW","4-8am","Thu","June",214,32,"Yes"
3084,"AA",709,"DFW","8-Noon","Thu","June",225,-2,"No"
3085,"AA",713,"DFW","8-Noon","Thu","June",229,-5,"No"
3086,"AA",721,"DFW","8-Noon","Thu","June",230,1,"No"
3087,"AA",731,"DFW","8-Noon","Thu","June",224,0,"No"
3088,"AA",739,"DFW","8-Noon","Thu","June",225,0,"No"
3089,"AA",743,"DFW","Noon-4pm","Thu","June",228,0,"No"
3090,"AA",745,"DFW","Noon-4pm","Thu","June",228,0,"No"
3091,"AA",751,"DFW","Noon-4pm","Thu","June",235,0,"No"
3092,"AA",753,"DFW","Noon-4pm","Thu","June",238,0,"No"
3093,"AA",759,"DFW","Noon-4pm","Thu","June",235,27,"No"
3094,"AA",763,"DFW","4-8pm","Thu","June",233,0,"No"
3095,"AA",785,"DFW","4-8pm","Thu","June",235,0,"No"
3096,"AA",787,"DFW","4-8pm","Thu","June",228,0,"No"
3097,"AA",791,"DFW","8-Mid","Thu","June",210,140,"Yes"
3098,"AA",1084,"STL","8-Mid","Thu","June",160,-8,"No"
3099,"AA",1423,"MIA","Noon-4pm","Thu","June",195,5,"No"
3100,"AA",1551,"BNA","4-8pm","Thu","June",150,112,"Yes"
3101,"AA",1559,"MIA","4-8pm","Thu","June",199,22,"No"
3102,"AA",1685,"MIA","4-8am","Thu","June",178,-3,"No"
3103,"AA",1709,"MIA","8-Mid","Thu","June",180,51,"Yes"
3104,"AA",1741,"BNA","Noon-4pm","Thu","June",150,2,"No"
3105,"AA",1757,"STL","8-Noon","Thu","June",164,-6,"No"
3106,"AA",1855,"STL","8-Noon","Thu","June",160,-5,"No"
3107,"AA",2011,"MIA","4-8pm","Thu","June",195,20,"No"
3108,"AA",2015,"MIA","8-Noon","Thu","June",190,-7,"No"
3109,"AA",2093,"MIA","Noon-4pm","Thu","June",195,100,"Yes"
3110,"AA",2223,"STL","4-8pm","Thu","June",168,131,"Yes"
3111,"AA",2255,"MIA","4-8am","Thu","June",170,-4,"No"
3112,"AA",301,"ORD","4-8am","Fri","June",140,-1,"No"
3113,"AA",303,"ORD","4-8am","Fri","June",145,-5,"No"
3114,"AA",305,"ORD","4-8am","Fri","June",140,-2,"No"
3115,"AA",309,"ORD","4-8am","Fri","June",140,1,"No"
3116,"AA",313,"ORD","8-Noon","Fri","June",150,-6,"No"
3117,"AA",319,"ORD","8-Noon","Fri","June",150,2,"No"
3118,"AA",321,"ORD","8-Noon","Fri","June",150,98,"Yes"
3119,"AA",327,"ORD","Noon-4pm","Fri","June",150,28,"No"
3120,"AA",329,"ORD","Noon-4pm","Fri","June",150,41,"Yes"
3121,"AA",333,"ORD","Noon-4pm","Fri","June",160,25,"No"
3122,"AA",335,"ORD","Noon-4pm","Fri","June",165,17,"No"
3123,"AA",337,"ORD","Noon-4pm","Fri","June",159,0,"No"
3124,"AA",341,"ORD","4-8pm","Fri","June",160,14,"No"
3125,"AA",345,"ORD","4-8pm","Fri","June",155,11,"No"
3126,"AA",347,"ORD","4-8pm","Fri","June",168,98,"Yes"
3127,"AA",353,"ORD","4-8pm","Fri","June",155,0,"No"
3128,"AA",363,"ORD","4-8pm","Fri","June",155,25,"No"
3129,"AA",371,"ORD","8-Mid","Fri","June",154,25,"No"
3130,"AA",413,"MIA","4-8am","Fri","June",183,-6,"No"
3131,"AA",599,"MIA","8-Noon","Fri","June",189,-7,"No"
3132,"AA",611,"BNA","8-Noon","Fri","June",145,3,"No"
3133,"AA",701,"DFW","4-8am","Fri","June",213,-1,"No"
3134,"AA",707,"DFW","4-8am","Fri","June",214,-5,"No"
3135,"AA",709,"DFW","8-Noon","Fri","June",225,-1,"No"
3136,"AA",713,"DFW","8-Noon","Fri","June",229,11,"No"
3137,"AA",721,"DFW","8-Noon","Fri","June",230,-1,"No"
3138,"AA",731,"DFW","8-Noon","Fri","June",224,0,"No"
3139,"AA",739,"DFW","8-Noon","Fri","June",225,50,"Yes"
3140,"AA",743,"DFW","Noon-4pm","Fri","June",228,62,"Yes"
3141,"AA",745,"DFW","Noon-4pm","Fri","June",228,78,"Yes"
3142,"AA",751,"DFW","Noon-4pm","Fri","June",235,136,"Yes"
3143,"AA",753,"DFW","Noon-4pm","Fri","June",238,0,"No"
3144,"AA",759,"DFW","Noon-4pm","Fri","June",235,50,"Yes"
3145,"AA",763,"DFW","4-8pm","Fri","June",233,0,"No"
3146,"AA",785,"DFW","4-8pm","Fri","June",235,15,"No"
3147,"AA",787,"DFW","4-8pm","Fri","June",228,20,"No"
3148,"AA",791,"DFW","8-Mid","Fri","June",210,151,"Yes"
3149,"AA",1084,"STL","8-Mid","Fri","June",160,41,"Yes"
3150,"AA",1423,"MIA","Noon-4pm","Fri","June",195,-3,"No"
3151,"AA",1551,"BNA","4-8pm","Fri","June",150,73,"Yes"
3152,"AA",1559,"MIA","4-8pm","Fri","June",199,0,"No"
3153,"AA",1685,"MIA","4-8am","Fri","June",178,3,"No"
3154,"AA",1709,"MIA","8-Mid","Fri","June",180,-5,"No"
3155,"AA",1741,"BNA","Noon-4pm","Fri","June",150,25,"No"
3156,"AA",1757,"STL","8-Noon","Fri","June",164,39,"Yes"
3157,"AA",1855,"STL","8-Noon","Fri","June",160,-8,"No"
3158,"AA",2011,"MIA","4-8pm","Fri","June",195,13,"No"
3159,"AA",2015,"MIA","8-Noon","Fri","June",190,-3,"No"
3160,"AA",2093,"MIA","Noon-4pm","Fri","June",195,-8,"No"
3161,"AA",2223,"STL","4-8pm","Fri","June",168,-7,"No"
3162,"AA",2255,"MIA","4-8am","Fri","June",170,-8,"No"
3163,"AA",301,"ORD","4-8am","Sat","June",140,-5,"No"
3164,"AA",305,"ORD","4-8am","Sat","June",140,-4,"No"
3165,"AA",309,"ORD","4-8am","Sat","June",140,61,"Yes"
3166,"AA",313,"ORD","8-Noon","Sat","June",150,-9,"No"
3167,"AA",319,"ORD","8-Noon","Sat","June",150,-6,"No"
3168,"AA",327,"ORD","Noon-4pm","Sat","June",150,-9,"No"
3169,"AA",329,"ORD","Noon-4pm","Sat","June",150,-7,"No"
3170,"AA",335,"ORD","Noon-4pm","Sat","June",165,-3,"No"
3171,"AA",337,"ORD","Noon-4pm","Sat","June",159,-7,"No"
3172,"AA",341,"ORD","4-8pm","Sat","June",160,35,"Yes"
3173,"AA",347,"ORD","4-8pm","Sat","June",168,-9,"No"
3174,"AA",371,"ORD","8-Mid","Sat","June",154,-13,"No"
3175,"AA",413,"MIA","4-8am","Sat","June",183,32,"Yes"
3176,"AA",599,"MIA","8-Noon","Sat","June",189,0,"No"
3177,"AA",611,"BNA","8-Noon","Sat","June",145,5,"No"
3178,"AA",701,"DFW","4-8am","Sat","June",213,-3,"No"
3179,"AA",709,"DFW","8-Noon","Sat","June",225,-6,"No"
3180,"AA",713,"DFW","8-Noon","Sat","June",229,-3,"No"
3181,"AA",721,"DFW","8-Noon","Sat","June",230,-4,"No"
3182,"AA",739,"DFW","8-Noon","Sat","June",225,5,"No"
3183,"AA",743,"DFW","Noon-4pm","Sat","June",228,-5,"No"
3184,"AA",745,"DFW","Noon-4pm","Sat","June",228,-7,"No"
3185,"AA",751,"DFW","Noon-4pm","Sat","June",235,22,"No"
3186,"AA",753,"DFW","Noon-4pm","Sat","June",238,-1,"No"
3187,"AA",759,"DFW","Noon-4pm","Sat","June",235,49,"Yes"
3188,"AA",763,"DFW","4-8pm","Sat","June",233,28,"No"
3189,"AA",785,"DFW","4-8pm","Sat","June",235,-6,"No"
3190,"AA",787,"DFW","4-8pm","Sat","June",228,-7,"No"
3191,"AA",1423,"MIA","Noon-4pm","Sat","June",195,11,"No"
3192,"AA",1559,"MIA","4-8pm","Sat","June",199,25,"No"
3193,"AA",1685,"MIA","4-8am","Sat","June",178,-1,"No"
3194,"AA",1709,"MIA","8-Mid","Sat","June",180,14,"No"
3195,"AA",1741,"BNA","Noon-4pm","Sat","June",150,14,"No"
3196,"AA",1757,"STL","8-Noon","Sat","June",164,-5,"No"
3197,"AA",2011,"MIA","4-8pm","Sat","June",195,69,"Yes"
3198,"AA",2015,"MIA","8-Noon","Sat","June",190,80,"Yes"
3199,"AA",2093,"MIA","Noon-4pm","Sat","June",195,3,"No"
3200,"AA",2223,"STL","4-8pm","Sat","June",168,-4,"No"
3201,"AA",2255,"MIA","4-8am","Sat","June",170,0,"No"
3202,"AA",301,"ORD","4-8am","Sun","June",140,-1,"No"
3203,"AA",303,"ORD","4-8am","Sun","June",145,-6,"No"
3204,"AA",309,"ORD","4-8am","Sun","June",140,-7,"No"
3205,"AA",313,"ORD","8-Noon","Sun","June",150,-6,"No"
3206,"AA",321,"ORD","8-Noon","Sun","June",150,0,"No"
3207,"AA",327,"ORD","Noon-4pm","Sun","June",150,-9,"No"
3208,"AA",329,"ORD","Noon-4pm","Sun","June",150,-9,"No"
3209,"AA",335,"ORD","Noon-4pm","Sun","June",165,-7,"No"
3210,"AA",337,"ORD","Noon-4pm","Sun","June",159,-8,"No"
3211,"AA",341,"ORD","4-8pm","Sun","June",160,-8,"No"
3212,"AA",345,"ORD","4-8pm","Sun","June",155,-2,"No"
3213,"AA",347,"ORD","4-8pm","Sun","June",168,-1,"No"
3214,"AA",353,"ORD","4-8pm","Sun","June",155,-5,"No"
3215,"AA",363,"ORD","4-8pm","Sun","June",155,-7,"No"
3216,"AA",371,"ORD","8-Mid","Sun","June",154,-6,"No"
3217,"AA",413,"MIA","4-8am","Sun","June",183,-1,"No"
3218,"AA",599,"MIA","8-Noon","Sun","June",189,-1,"No"
3219,"AA",611,"BNA","8-Noon","Sun","June",145,-5,"No"
3220,"AA",701,"DFW","4-8am","Sun","June",213,0,"No"
3221,"AA",707,"DFW","4-8am","Sun","June",214,-6,"No"
3222,"AA",709,"DFW","8-Noon","Sun","June",225,-2,"No"
3223,"AA",713,"DFW","8-Noon","Sun","June",229,-9,"No"
3224,"AA",721,"DFW","8-Noon","Sun","June",230,3,"No"
3225,"AA",739,"DFW","8-Noon","Sun","June",225,-5,"No"
3226,"AA",743,"DFW","Noon-4pm","Sun","June",228,-6,"No"
3227,"AA",745,"DFW","Noon-4pm","Sun","June",228,-8,"No"
3228,"AA",751,"DFW","Noon-4pm","Sun","June",235,-3,"No"
3229,"AA",753,"DFW","Noon-4pm","Sun","June",238,42,"Yes"
3230,"AA",759,"DFW","Noon-4pm","Sun","June",235,-14,"No"
3231,"AA",763,"DFW","4-8pm","Sun","June",233,-5,"No"
3232,"AA",785,"DFW","4-8pm","Sun","June",235,-3,"No"
3233,"AA",787,"DFW","4-8pm","Sun","June",228,-5,"No"
3234,"AA",1084,"STL","8-Mid","Sun","June",160,-6,"No"
3235,"AA",1423,"MIA","Noon-4pm","Sun","June",195,-3,"No"
3236,"AA",1551,"BNA","4-8pm","Sun","June",150,-9,"No"
3237,"AA",1559,"MIA","4-8pm","Sun","June",199,-2,"No"
3238,"AA",1685,"MIA","4-8am","Sun","June",178,-4,"No"
3239,"AA",1709,"MIA","8-Mid","Sun","June",180,70,"Yes"
3240,"AA",1741,"BNA","Noon-4pm","Sun","June",150,-5,"No"
3241,"AA",1757,"STL","8-Noon","Sun","June",164,-6,"No"
3242,"AA",1855,"STL","8-Noon","Sun","June",160,-10,"No"
3243,"AA",2011,"MIA","4-8pm","Sun","June",195,-3,"No"
3244,"AA",2015,"MIA","8-Noon","Sun","June",190,-3,"No"
3245,"AA",2093,"MIA","Noon-4pm","Sun","June",195,117,"Yes"
3246,"AA",2223,"STL","4-8pm","Sun","June",168,-1,"No"
3247,"AA",2255,"MIA","4-8am","Sun","June",170,-5,"No"
3248,"AA",301,"ORD","4-8am","Mon","June",140,-6,"No"
3249,"AA",303,"ORD","4-8am","Mon","June",145,-6,"No"
3250,"AA",305,"ORD","4-8am","Mon","June",140,0,"No"
3251,"AA",309,"ORD","4-8am","Mon","June",140,-4,"No"
3252,"AA",313,"ORD","8-Noon","Mon","June",150,-3,"No"
3253,"AA",319,"ORD","8-Noon","Mon","June",150,-2,"No"
3254,"AA",321,"ORD","8-Noon","Mon","June",150,-4,"No"
3255,"AA",327,"ORD","Noon-4pm","Mon","June",150,-1,"No"
3256,"AA",329,"ORD","Noon-4pm","Mon","June",150,-6,"No"
3257,"AA",333,"ORD","Noon-4pm","Mon","June",160,-6,"No"
3258,"AA",335,"ORD","Noon-4pm","Mon","June",165,0,"No"
3259,"AA",337,"ORD","Noon-4pm","Mon","June",159,-4,"No"
3260,"AA",341,"ORD","4-8pm","Mon","June",160,-5,"No"
3261,"AA",345,"ORD","4-8pm","Mon","June",155,-6,"No"
3262,"AA",347,"ORD","4-8pm","Mon","June",168,22,"No"
3263,"AA",353,"ORD","4-8pm","Mon","June",155,0,"No"
3264,"AA",363,"ORD","4-8pm","Mon","June",155,108,"Yes"
3265,"AA",371,"ORD","8-Mid","Mon","June",154,52,"Yes"
3266,"AA",413,"MIA","4-8am","Mon","June",183,-3,"No"
3267,"AA",599,"MIA","8-Noon","Mon","June",189,-6,"No"
3268,"AA",611,"BNA","8-Noon","Mon","June",145,-1,"No"
3269,"AA",701,"DFW","4-8am","Mon","June",213,-5,"No"
3270,"AA",707,"DFW","4-8am","Mon","June",214,0,"No"
3271,"AA",709,"DFW","8-Noon","Mon","June",225,-5,"No"
3272,"AA",713,"DFW","8-Noon","Mon","June",229,-9,"No"
3273,"AA",721,"DFW","8-Noon","Mon","June",230,169,"Yes"
3274,"AA",731,"DFW","8-Noon","Mon","June",224,5,"No"
3275,"AA",739,"DFW","8-Noon","Mon","June",225,0,"No"
3276,"AA",743,"DFW","Noon-4pm","Mon","June",228,-4,"No"
3277,"AA",745,"DFW","Noon-4pm","Mon","June",228,-8,"No"
3278,"AA",751,"DFW","Noon-4pm","Mon","June",235,-10,"No"
3279,"AA",753,"DFW","Noon-4pm","Mon","June",238,78,"Yes"
3280,"AA",759,"DFW","Noon-4pm","Mon","June",235,-5,"No"
3281,"AA",763,"DFW","4-8pm","Mon","June",233,64,"Yes"
3282,"AA",785,"DFW","4-8pm","Mon","June",235,209,"Yes"
3283,"AA",787,"DFW","4-8pm","Mon","June",228,105,"Yes"
3284,"AA",791,"DFW","8-Mid","Mon","June",210,0,"No"
3285,"AA",1084,"STL","8-Mid","Mon","June",160,57,"Yes"
3286,"AA",1423,"MIA","Noon-4pm","Mon","June",195,-2,"No"
3287,"AA",1551,"BNA","4-8pm","Mon","June",150,134,"Yes"
3288,"AA",1559,"MIA","4-8pm","Mon","June",199,1,"No"
3289,"AA",1685,"MIA","4-8am","Mon","June",178,-1,"No"
3290,"AA",1709,"MIA","8-Mid","Mon","June",180,51,"Yes"
3291,"AA",1741,"BNA","Noon-4pm","Mon","June",150,-11,"No"
3292,"AA",1757,"STL","8-Noon","Mon","June",164,-7,"No"
3293,"AA",1855,"STL","8-Noon","Mon","June",160,-3,"No"
3294,"AA",2011,"MIA","4-8pm","Mon","June",195,252,"Yes"
3295,"AA",2015,"MIA","8-Noon","Mon","June",190,6,"No"
3296,"AA",2093,"MIA","Noon-4pm","Mon","June",195,-13,"No"
3297,"AA",2223,"STL","4-8pm","Mon","June",168,-5,"No"
3298,"AA",2255,"MIA","4-8am","Mon","June",170,2,"No"
3299,"AA",301,"ORD","4-8am","Tue","June",140,-1,"No"
3300,"AA",303,"ORD","4-8am","Tue","June",145,-6,"No"
3301,"AA",305,"ORD","4-8am","Tue","June",140,-2,"No"
3302,"AA",309,"ORD","4-8am","Tue","June",140,-6,"No"
3303,"AA",313,"ORD","8-Noon","Tue","June",150,-8,"No"
3304,"AA",319,"ORD","8-Noon","Tue","June",150,-6,"No"
3305,"AA",321,"ORD","8-Noon","Tue","June",150,-5,"No"
3306,"AA",327,"ORD","Noon-4pm","Tue","June",150,-4,"No"
3307,"AA",329,"ORD","Noon-4pm","Tue","June",150,-7,"No"
3308,"AA",333,"ORD","Noon-4pm","Tue","June",160,-5,"No"
3309,"AA",335,"ORD","Noon-4pm","Tue","June",165,2,"No"
3310,"AA",337,"ORD","Noon-4pm","Tue","June",159,-6,"No"
3311,"AA",341,"ORD","4-8pm","Tue","June",160,25,"No"
3312,"AA",345,"ORD","4-8pm","Tue","June",155,0,"No"
3313,"AA",347,"ORD","4-8pm","Tue","June",168,8,"No"
3314,"AA",353,"ORD","4-8pm","Tue","June",155,104,"Yes"
3315,"AA",363,"ORD","4-8pm","Tue","June",155,51,"Yes"
3316,"AA",371,"ORD","8-Mid","Tue","June",154,0,"No"
3317,"AA",413,"MIA","4-8am","Tue","June",183,-7,"No"
3318,"AA",599,"MIA","8-Noon","Tue","June",189,-6,"No"
3319,"AA",611,"BNA","8-Noon","Tue","June",145,-4,"No"
3320,"AA",701,"DFW","4-8am","Tue","June",213,-8,"No"
3321,"AA",707,"DFW","4-8am","Tue","June",214,0,"No"
3322,"AA",709,"DFW","8-Noon","Tue","June",225,2,"No"
3323,"AA",713,"DFW","8-Noon","Tue","June",229,-3,"No"
3324,"AA",721,"DFW","8-Noon","Tue","June",230,-7,"No"
3325,"AA",731,"DFW","8-Noon","Tue","June",224,-2,"No"
3326,"AA",739,"DFW","8-Noon","Tue","June",225,-3,"No"
3327,"AA",743,"DFW","Noon-4pm","Tue","June",228,-4,"No"
3328,"AA",745,"DFW","Noon-4pm","Tue","June",228,-1,"No"
3329,"AA",751,"DFW","Noon-4pm","Tue","June",235,-3,"No"
3330,"AA",753,"DFW","Noon-4pm","Tue","June",238,0,"No"
3331,"AA",759,"DFW","Noon-4pm","Tue","June",235,-1,"No"
3332,"AA",763,"DFW","4-8pm","Tue","June",233,-6,"No"
3333,"AA",785,"DFW","4-8pm","Tue","June",235,2,"No"
3334,"AA",787,"DFW","4-8pm","Tue","June",228,0,"No"
3335,"AA",791,"DFW","8-Mid","Tue","June",210,10,"No"
3336,"AA",1084,"STL","8-Mid","Tue","June",160,22,"No"
3337,"AA",1423,"MIA","Noon-4pm","Tue","June",195,0,"No"
3338,"AA",1551,"BNA","4-8pm","Tue","June",150,12,"No"
3339,"AA",1559,"MIA","4-8pm","Tue","June",199,63,"Yes"
3340,"AA",1685,"MIA","4-8am","Tue","June",178,-5,"No"
3341,"AA",1709,"MIA","8-Mid","Tue","June",180,-4,"No"
3342,"AA",1741,"BNA","Noon-4pm","Tue","June",150,-6,"No"
3343,"AA",1757,"STL","8-Noon","Tue","June",164,15,"No"
3344,"AA",1855,"STL","8-Noon","Tue","June",160,-1,"No"
3345,"AA",2011,"MIA","4-8pm","Tue","June",195,120,"Yes"
3346,"AA",2015,"MIA","8-Noon","Tue","June",190,-2,"No"
3347,"AA",2093,"MIA","Noon-4pm","Tue","June",195,23,"No"
3348,"AA",2223,"STL","4-8pm","Tue","June",168,-3,"No"
3349,"AA",2255,"MIA","4-8am","Tue","June",170,-3,"No"
3350,"AA",301,"ORD","4-8am","Wed","June",140,-2,"No"
3351,"AA",303,"ORD","4-8am","Wed","June",145,-6,"No"
3352,"AA",305,"ORD","4-8am","Wed","June",140,-7,"No"
3353,"AA",309,"ORD","4-8am","Wed","June",140,24,"No"
3354,"AA",313,"ORD","8-Noon","Wed","June",150,26,"No"
3355,"AA",319,"ORD","8-Noon","Wed","June",150,-4,"No"
3356,"AA",321,"ORD","8-Noon","Wed","June",150,-8,"No"
3357,"AA",327,"ORD","Noon-4pm","Wed","June",150,-8,"No"
3358,"AA",329,"ORD","Noon-4pm","Wed","June",150,-4,"No"
3359,"AA",333,"ORD","Noon-4pm","Wed","June",160,-4,"No"
3360,"AA",335,"ORD","Noon-4pm","Wed","June",165,-4,"No"
3361,"AA",337,"ORD","Noon-4pm","Wed","June",159,-8,"No"
3362,"AA",341,"ORD","4-8pm","Wed","June",160,-7,"No"
3363,"AA",345,"ORD","4-8pm","Wed","June",155,-8,"No"
3364,"AA",347,"ORD","4-8pm","Wed","June",168,-4,"No"
3365,"AA",353,"ORD","4-8pm","Wed","June",155,-3,"No"
3366,"AA",363,"ORD","4-8pm","Wed","June",155,0,"No"
3367,"AA",371,"ORD","8-Mid","Wed","June",154,42,"Yes"
3368,"AA",413,"MIA","4-8am","Wed","June",183,-6,"No"
3369,"AA",599,"MIA","8-Noon","Wed","June",189,-5,"No"
3370,"AA",611,"BNA","8-Noon","Wed","June",145,-9,"No"
