"","m.impr_post","m.impr_pre","m.click_post","m.click_pre","m.cost_post","m.cost_pre","m.conv_post","m.conv_pre","m.value_post","m.value_pre","m.cpm_pre","m.cpm_post","m.cpc_pre","m.cpc_post","m.cpa_pre","m.cpa_post","m.cpr_pre","m.cpr_post","mult.change","d.impr_post","d.impr_pre","d.click_post","d.click_pre","d.cost_post","d.cost_pre","d.conv_post","d.conv_pre","d.value_post","d.value_pre","d.cpm_pre","d.cpm_post","d.cpc_pre","d.cpc_post","d.cpa_pre","d.cpa_post","d.cpr_pre","d.cpr_post","error.cpr_pre","error.cpr_post"
"492",495,4845,4,58,5.54,119.4,0,5,0,176.79,0.024643963,0.011191919,2.05862069,1.385,23.88,0,0.675377567,0,-0.4,67402,73312,609,570,1521.88,1363.84,37,64,794.26,1146.2,0.01860323,0.022579152,2.392701754,2.498981938,21.31,41.13189189,1.189879602,1.916098003,0.514502036,1.916098003
"493",22219,1416,224,5,2028.19,24.42,65,7,1626.19,178.96,0.017245763,0.091281786,4.884,9.054419643,3.488571429,31.20292308,0.136455074,1.247203586,1.5,36998,49747,189,293,1080.29,2103.65,36,72,910,1116.71,0.042286972,0.029198605,7.179692833,5.715820106,29.21736111,30.00805556,1.883792569,1.187131868,1.747337495,0.060071718
"494",1721,1484,50,30,395.58,236.07,17,6,302.26,110,0.159076819,0.229854736,7.869,7.9116,39.345,23.26941176,2.146090909,1.308740819,0,8373,7521,85,84,489.11,507.69,26,20,527.27,422.45,0.067502992,0.058415144,6.043928571,5.754235294,25.3845,18.81192308,1.201775358,0.927627212,0.944315551,0.381113607
"495",248,238,18,20,173.62,202.19,11,17,455.23,485.67,0.849537815,0.700080645,10.1095,9.645555556,11.89352941,15.78363636,0.416311487,0.381389627,-0.1,737,435,37,40,339.84,365.11,34,33,813.8,998.99,0.839333333,0.461112619,9.12775,9.184864865,11.06393939,9.995294118,0.365479134,0.417596461,0.050832353,0.036206834
"496",3674,4024,119,142,518.49,514.81,41,37,1176.03,1001.63,0.127934891,0.141124115,3.625422535,4.357058824,13.91378378,12.64609756,0.513972225,0.44088161,0.1,8449,8686,173,205,695.19,809.55,36,46,1038.32,908.37,0.093201704,0.082280743,3.94902439,4.018439306,17.59891304,19.31083333,0.891211731,0.669533477,0.377239506,0.228651867
"497",309,215,13,10,82.42,65.42,2,3,86.03,108.03,0.30427907,0.266731392,6.542,6.34,21.80666667,41.21,0.605572526,0.958037894,0,564,605,16,8,65.58,29.44,3,1,0,0,0.048661157,0.116276596,3.68,4.09875,29.44,21.86,0,0,0.605572526,0.958037894
"498",3100,3372,85,65,478.01,391.83,23,0,689.01,0,0.116201068,0.154196774,6.028153846,5.623647059,0,20.78304348,0,0.693763516,-0.3,4263,5983,42,65,170.91,326.37,7,10,220.5,152.46,0.054549557,0.040091485,5.021076923,4.069285714,32.637,24.41571429,2.140692641,0.775102041,2.140692641,0.081338525
"499",7551,4942,102,59,664.7,322.17,25,32,832.16,843.47,0.065190206,0.088028076,5.460508475,6.516666667,10.0678125,26.588,0.381957865,0.798764661,0.25,12825,12988,100,129,858.18,1154.93,34,51,631.89,1438.07,0.088922852,0.06691462,8.952945736,8.5818,22.64568627,25.24058824,0.803111114,1.358116128,0.42115325,0.559351467
"500",5551,550,36,4,421.91,26.56,7,9,155.49,223.59,0.048290909,0.076006125,6.64,11.71972222,2.951111111,60.27285714,0.118788855,2.713422085,0.83,10256,11650,32,25,225.61,174.05,17,7,286.19,229.32,0.014939914,0.021997855,6.962,7.0503125,24.86428571,13.27117647,0.75898308,0.788322443,0.640194226,1.925099642
"501",477,456,18,12,124.22,67.54,2,5,109.3,111.56,0.148114035,0.260419287,5.628333333,6.901111111,13.508,62.11,0.605414127,1.136505032,0,1466,1636,48,38,251.71,189.51,13,5,109.54,0,0.115837408,0.171698499,4.987105263,5.243958333,37.902,19.36230769,0,2.297882052,0.605414127,1.16137702
"502",378,6314,7,61,18.77,308.89,5,16,65,438.18,0.048921444,0.049656085,5.063770492,2.681428571,19.305625,3.754,0.70493861,0.288769231,0.09,18242,37580,130,294,871.97,2144.71,25,84,656.35,1587.47,0.057070516,0.047800132,7.294931973,6.707461538,25.5322619,34.8788,1.351023956,1.32851375,0.646085347,1.03974452
"503",1224,1187,28,26,77.27,93.46,6,0,197.59,0,0.07873631,0.063129085,3.594615385,2.759642857,0,12.87833333,0,0.391062301,-0.1,2946,2740,68,86,242.74,360.12,8,23,124.8,305.39,0.131430657,0.08239647,4.18744186,3.569705882,15.6573913,30.3425,1.179213465,1.945032051,1.179213465,1.553969751
"504",501,531,12,30,33.45,100.81,0,1,0,0,0.189849341,0.066766467,3.360333333,2.7875,100.81,0,0,0,0,3699,3292,70,72,270.47,265.02,11,15,162.19,302.19,0.080504253,0.073119762,3.680833333,3.863857143,17.668,24.58818182,0.876997915,1.66761206,0.876997915,1.66761206
"505",149,1057,5,24,12.88,164.88,2,3,35,52.5,0.155988647,0.086442953,6.87,2.576,54.96,6.44,3.140571429,0.368,-0.56,10823,10020,222,293,2080.39,3071.25,85,119,1714.61,2507.54,0.306511976,0.192219348,10.48208191,9.371126126,25.80882353,24.47517647,1.224805985,1.213331311,1.915765443,0.845331311
"506",1994,1200,25,18,140.28,134.12,4,4,87.5,127.19,0.111766667,0.070351053,7.451111111,5.6112,33.53,35.07,1.054485416,1.6032,-0.04,10438,6925,54,25,369.34,196.64,21,8,340.23,140,0.028395668,0.035384173,7.8656,6.83962963,24.58,17.58761905,1.404571429,1.085559768,0.350086013,0.517640232
"507",1466,648,50,35,153.11,116.87,2,7,0,224.07,0.180354938,0.104440655,3.339142857,3.0622,16.69571429,76.555,0.521578078,0,-0.64,3305,1651,63,35,282.4,159.13,11,13,210,210,0.09638401,0.085446293,4.546571429,4.482539683,12.24076923,25.67272727,0.757761905,1.344761905,0.236183826,1.344761905
"508",240,259,6,19,7.9,47.27,0,9,0,134.47,0.182509653,0.032916667,2.487894737,1.316666667,5.252222222,0,0.351528222,0,0.4,1251,1525,31,24,63.53,49.56,17,4,98.07,25.6,0.032498361,0.050783373,2.065,2.049354839,12.39,3.737058824,1.9359375,0.64780259,1.584409278,0.64780259
"509",3751,4756,127,140,106.08,154.7,40,29,161.57,109.35,0.032527334,0.028280459,1.105,0.835275591,5.334482759,2.652,1.414723365,0.656557529,-0.75,3878,5094,81,93,56.91,68.84,11,23,36.37,57.8,0.013513938,0.01467509,0.740215054,0.702592593,2.993043478,5.173636364,1.19100346,1.564751169,0.223719905,0.908193639
"510",934,1324,35,41,22.85,36.96,6,10,42,26.78,0.027915408,0.024464668,0.901463415,0.652857143,3.696,3.808333333,1.380134429,0.544047619,-0.85,1779,2421,57,87,32.7,43.92,16,11,101.6,81.65,0.018141264,0.018381113,0.504827586,0.573684211,3.992727273,2.04375,0.537905695,0.321850394,0.842228734,0.222197225
"511",242,55,23,3,18.04,1.98,8,4,9.1,30.8,0.036,0.074545455,0.66,0.784347826,0.495,2.255,0.064285714,1.982417582,0.66,94,62,9,1,6.34,0.45,2,0,8.5,0,0.007258065,0.067446809,0.45,0.704444444,0,3.17,0,0.745882353,0.064285714,1.236535229
"512",1082,1131,30,32,125.78,84.22,2,4,52,104,0.074465075,0.116247689,2.631875,4.192666667,21.055,62.89,0.809807692,2.418846154,0.97,1657,1914,60,49,164.68,156.73,10,4,260,58.61,0.081886102,0.09938443,3.198571429,2.744666667,39.1825,16.468,2.674117045,0.633384615,1.864309353,1.785461538
"513",299,264,13,15,51,39.57,4,3,104,52,0.149886364,0.170568562,2.638,3.923076923,13.19,12.75,0.760961538,0.490384615,1,431,420,8,7,27,24.59,0,2,0,52,0.058547619,0.062645012,3.512857143,3.375,12.295,0,0.472884615,0,0.288076923,0.490384615
"514",3801,4600,114,134,496.86,490.66,16,9,312,216.4,0.106665217,0.130718232,3.661641791,4.358421053,54.51777778,31.05375,2.267375231,1.5925,-0.2,3740,5428,50,144,134.93,420.45,7,9,162.6,134,0.077459469,0.03607754,2.919791667,2.6986,46.71666667,19.27571429,3.137686567,0.829827798,0.870311336,0.762672202
"515",1363,1270,39,31,135.61,96.56,2,5,52,52,0.076031496,0.099493764,3.11483871,3.477179487,19.312,67.805,1.856923077,2.607884615,0.1,1730,2138,48,52,161.06,190.47,3,1,52,0,0.089087933,0.093098266,3.662884615,3.355416667,190.47,53.68666667,0,3.097307692,1.856923077,0.489423077
"516",1308,1268,26,32,61.37,74.42,6,0,156,0,0.058690852,0.04691896,2.325625,2.360384615,0,10.22833333,0,0.393397436,-0.18,2366,2184,56,62,164.71,188.68,8,13,216.4,218.06,0.086391941,0.069615385,3.043225806,2.94125,14.51384615,20.58875,0.86526644,0.761136784,0.86526644,0.367739348
"517",47,306,1,11,1.61,20.89,0,5,0,22,0.068267974,0.034255319,1.899090909,1.61,4.178,0,0.949545455,0,-0.11,1291,1305,17,14,25.88,24.52,0,5,0,22,0.018789272,0.020046476,1.751428571,1.522352941,4.904,0,1.114545455,0,0.165,0
"518",61,169,1,4,1.77,6.46,0,4,0,0,0.038224852,0.029016393,1.615,1.77,1.615,0,0,0,0.08,844,2253,7,11,5.35,9.17,0,2,0,32.95,0.004070129,0.006338863,0.833636364,0.764285714,4.585,0,0.278300455,0,0.278300455,0
"519",233,1213,7,41,8.59,51.17,0,3,0,22,0.042184666,0.036866953,1.24804878,1.227142857,17.05666667,0,2.325909091,0,-0.58,1720,7533,34,97,31.6,87.06,5,22,54.95,148.95,0.011557149,0.018372093,0.897525773,0.929411765,3.957272727,6.32,0.58449144,0.575068244,1.741417651,0.575068244
"520",161,170,13,13,17.2,11.24,6,4,101.37,63.9,0.066117647,0.106832298,0.864615385,1.323076923,2.81,2.866666667,0.175899844,0.169675446,0.05,70,191,5,17,4.84,14.8,3,2,32.95,0,0.077486911,0.069142857,0.870588235,0.968,7.4,1.613333333,0,0.146889226,0.175899844,0.02278622
"521",369,2530,8,68,22.69,217.21,0,5,0,80.36,0.085853755,0.061490515,3.194264706,2.83625,43.442,0,2.702961672,0,-1.03,1326,955,11,15,21.46,31.14,0,0,0,0,0.03260733,0.016184012,2.076,1.950909091,0,0,0,0,2.702961672,0
"522",32,1193,3,28,6.86,65.14,0,1,0,56,0.054601844,0.214375,2.326428571,2.286666667,65.14,0,1.163214286,0,-0.28,370,332,10,2,32.13,7.71,0,0,0,0,0.023222892,0.086837838,3.855,3.213,0,0,0,0,1.163214286,0
"523",233,207,9,6,40.48,18.22,0,4,0,77.66,0.088019324,0.173733906,3.036666667,4.497777778,4.555,0,0.234612413,0,0.28,395,424,11,11,35.94,30.8,2,0,45.05,0,0.072641509,0.090987342,2.8,3.267272727,0,17.97,0,0.797780244,0.234612413,0.797780244
"524",432,993,15,21,42.62,54.06,4,4,169.96,101.05,0.054441088,0.098657407,2.574285714,2.841333333,13.515,10.655,0.534982682,0.250764886,-0.44,162,583,8,16,16.86,32.89,0,4,0,149.27,0.056415094,0.104074074,2.055625,2.1075,8.2225,0,0.220338983,0,0.314643699,0.250764886
"525",477,240,25,14,86.1,36.4,8,4,228.23,182.01,0.151666667,0.180503145,2.6,3.444,9.1,10.7625,0.199989012,0.377251019,0.64,267,379,13,15,32.87,34.99,2,3,25.5,45.05,0.0923219,0.123108614,2.332666667,2.528461538,11.66333333,16.435,0.776692564,1.289019608,0.576703552,0.911768589
"526",453,1483,3,36,4.86,68.69,0,0,0,0,0.046318274,0.010728477,1.908055556,1.62,0,0,0,0,0.06,7436,7984,63,77,121.94,150.12,14,19,489.39,718.91,0.018802605,0.016398601,1.94961039,1.935555556,7.901052632,8.71,0.208816124,0.249167331,0.208816124,0.249167331
"527",1689,8459,37,209,120.31,711.04,4,28,139.46,526.26,0.084057217,0.071231498,3.402105263,3.251621622,25.39428571,30.0775,1.351119219,0.862684641,-0.95,21082,16253,260,208,736.22,524.32,54,33,1568.12,725.53,0.03225989,0.034921734,2.520769231,2.831615385,15.88848485,13.6337037,0.722671702,0.469492131,0.628447517,0.39319251
"528",80,1567,2,39,2.52,76.71,0,6,0,45.05,0.048953414,0.0315,1.966923077,1.26,12.785,0,1.702774695,0,-0.39,14503,12899,161,154,380.75,358.97,30,22,643.52,656.59,0.027829289,0.026253189,2.330974026,2.364906832,16.31681818,12.69166667,0.546718652,0.591667703,1.156056042,0.591667703
"529",24,3146,0,77,0,180.64,0,8,0,56,0.057418945,0,2.345974026,0,22.58,0,3.225714286,0,-0.45,3574,4312,16,33,31.58,73.99,2,10,25.5,299.23,0.017159091,0.008836038,2.242121212,1.97375,7.399,15.79,0.247267988,1.238431373,2.978446298,1.238431373
"530",134,168,3,8,6.91,28.94,0,3,0,54.86,0.172261905,0.051567164,3.6175,2.303333333,9.646666667,0,0.527524608,0,-0.1,907,770,8,11,17.77,19.74,1,2,0,54.86,0.025636364,0.019592062,1.794545455,2.22125,9.87,17.77,0.359825009,0,0.167699599,0
"531",6836,940,122,20,128.51,17.37,29,8,137.9,113.52,0.018478723,0.018799005,0.8685,1.053360656,2.17125,4.43137931,0.153012685,0.931907179,0.69,18356,29252,207,295,266.85,400.53,63,108,313.98,545.92,0.013692397,0.014537481,1.357728814,1.289130435,3.708611111,4.235714286,0.733678927,0.849894898,0.580666242,0.082012281
"532",356,408,30,16,39.62,19.71,4,10,0,96.5,0.048308824,0.111292135,1.231875,1.320666667,1.971,9.905,0.204248705,0,-0.1,143,202,9,2,6.53,1.16,4,1,55.1,0,0.005742574,0.045664336,0.58,0.725555556,1.16,1.6325,0,0.118511797,0.204248705,0.118511797
"533",305,254,10,12,26.48,28.98,0,6,0,44.35,0.114094488,0.086819672,2.415,2.648,4.83,0,0.653438557,0,0.22,377,507,13,11,28.66,20.1,10,2,39.5,0,0.03964497,0.07602122,1.827272727,2.204615385,10.05,2.866,0,0.72556962,0.653438557,0.72556962
"534",2791,5297,42,150,38.52,167.48,12,44,17,322.66,0.031617897,0.013801505,1.116533333,0.917142857,3.806363636,3.21,0.519060311,2.265882353,0.06,16232,16767,291,431,344.39,493.95,99,120,486.38,732.13,0.029459653,0.021216732,1.146055684,1.18347079,4.11625,3.478686869,0.674675263,0.708067766,0.155614951,1.557814587
"535",46,162,5,9,3.7,9.73,4,3,0,0,0.060061728,0.080434783,1.081111111,0.74,3.243333333,0.925,0,0,0,366,389,25,22,21.99,22.78,6,10,0,8.5,0.058560411,0.060081967,1.035454545,0.8796,2.278,3.665,2.68,0,2.68,0
"536",7,384,0,13,0,18.37,0,4,0,15.8,0.047838542,0,1.413076923,0,4.5925,0,1.162658228,0,0,1100,1129,13,25,16.54,35.39,3,6,15.5,0,0.031346324,0.015036364,1.4156,1.272307692,5.898333333,5.513333333,0,1.067096774,1.162658228,1.067096774
"537",165,1017,2,19,0.82,18.53,0,3,0,8.5,0.018220256,0.004969697,0.975263158,0.41,6.176666667,0,2.18,0,-0.95,468,479,2,3,1.56,1.42,0,2,0,29.3,0.002964509,0.003333333,0.473333333,0.78,0.71,0,0.048464164,0,2.131535836,0
"538",10673,2227,401,94,524.01,91.32,69,28,412.51,254.1,0.041005837,0.049096786,0.971489362,1.306758105,3.261428571,7.594347826,0.359386068,1.270296478,0.73,9153,8533,207,266,271.88,314.93,57,99,304.98,522.88,0.036907301,0.029703922,1.183947368,1.313429952,3.181111111,4.769824561,0.602298807,0.891468293,0.242912738,0.378828185
"539",68,349,5,57,2.34,39.02,0,14,0,74.03,0.111805158,0.034411765,0.684561404,0.468,2.787142857,0,0.527083615,0,-0.59,551,459,59,50,42.03,31.42,9,20,55.3,165.28,0.068453159,0.076279492,0.6284,0.712372881,1.571,4.67,0.190101646,0.760036166,0.336981969,0.760036166
"540",359,465,51,63,19.05,21.05,8,4,15,16.5,0.045268817,0.053064067,0.334126984,0.373529412,5.2625,2.38125,1.275757576,1.27,-0.07,525,466,21,39,6.7,13.55,2,6,9.1,8.5,0.029077253,0.012761905,0.347435897,0.319047619,2.258333333,3.35,1.594117647,0.736263736,0.318360071,0.533736264
"541",1090,915,35,16,32.24,10.57,4,4,12.68,23.93,0.011551913,0.029577982,0.660625,0.921142857,2.6425,8.06,0.441704973,2.542586751,0.28,1947,2886,32,51,35.06,63.18,9,9,25.58,12.75,0.021891892,0.018007191,1.238823529,1.095625,7.02,3.895555556,4.955294118,1.370602033,4.513589145,1.171984718
"542",1123,167,38,9,45.63,5.27,7,5,12.75,11.25,0.031556886,0.040632235,0.585555556,1.200789474,1.054,6.518571429,0.468444444,3.578823529,0.95,1410,986,5,10,5.4,10.6,2,4,0,0,0.010750507,0.003829787,1.06,1.08,2.65,2.7,0,0,0.468444444,3.578823529
"543",1978,1606,91,57,93.53,62.64,23,8,75.85,48.38,0.039003736,0.047285137,1.098947368,1.027802198,7.83,4.066521739,1.294749897,1.233091628,0.08,6614,5811,122,120,148.22,148.99,20,32,61.37,191.71,0.025639305,0.022410039,1.241583333,1.214918033,4.6559375,7.411,0.777163424,2.415186573,0.517586473,1.182094945
"544",754,1062,29,40,24.58,36.88,9,16,0,24.14,0.03472693,0.032599469,0.922,0.847586207,2.305,2.731111111,1.527754764,0,-0.15,8014,7290,106,122,121.39,118.08,48,43,265.34,259.11,0.016197531,0.015147242,0.967868852,1.145188679,2.746046512,2.528958333,0.45571379,0.457488505,1.072040974,0.457488505
"545",686,920,15,31,12.64,37.21,10,4,53.06,0,0.040445652,0.018425656,1.200322581,0.842666667,9.3025,1.264,0,0.238220882,-0.05,2167,2210,38,36,53.04,44.37,18,3,26.61,11.25,0.020076923,0.024476234,1.2325,1.395789474,14.79,2.946666667,3.944,1.993235626,3.944,1.755014744
"546",2457,440,59,8,56.78,7.55,19,4,62.87,0,0.017159091,0.023109483,0.94375,0.962372881,1.8875,2.988421053,0,0.90313345,0.1,2365,3741,16,24,20.04,26.7,5,10,12.68,24.96,0.007137129,0.008473573,1.1125,1.2525,2.67,4.008,1.069711538,1.58044164,1.069711538,0.67730819
"547",311,4429,19,234,7.87,301.91,11,77,36.75,225.01,0.068166629,0.025305466,1.290213675,0.414210526,3.920909091,0.715454545,1.341762588,0.21414966,-0.03,9217,5111,549,233,491.09,213.56,169,99,425.22,233.03,0.041784387,0.053280894,0.916566524,0.894517304,2.157171717,2.905857988,0.916448526,1.154908048,0.425314062,0.940758388
"548",238,2874,3,84,0.71,76.69,0,23,0,12.68,0.026684064,0.002983193,0.91297619,0.236666667,3.334347826,0,6.048107256,0,-0.33,8471,9965,106,124,90.13,113.67,31,38,99.12,61.33,0.011406924,0.01063983,0.916693548,0.850283019,2.991315789,2.907419355,1.853415947,0.909301856,4.194691309,0.909301856
"549",3580,2535,129,55,137.12,50.13,27,19,24.43,75.4,0.019775148,0.038301676,0.911454545,1.062945736,2.638421053,5.078518519,0.664854111,5.612771183,0.15,8763,7737,228,213,288.9,263.47,91,95,453.22,477.44,0.034053251,0.032968162,1.236948357,1.267105263,2.773368421,3.174725275,0.551838975,0.637438771,0.113015137,4.975332412
"550",658,910,28,29,19.21,24.13,14,11,56.86,22.5,0.026516484,0.029194529,0.832068966,0.686071429,2.193636364,1.372142857,1.072444444,0.337847344,-0.03,3453,3116,115,95,156.68,126.75,49,50,139.61,256.6,0.04067715,0.045375036,1.334210526,1.362434783,2.535,3.19755102,0.49395947,1.122269178,0.578484974,0.784421834
"551",314,366,13,9,15.99,9.67,5,4,0,0,0.026420765,0.050923567,1.074444444,1.23,2.4175,3.198,0,0,-0.1,1252,1226,30,50,63.82,123.45,11,32,0,175.51,0.100693312,0.050974441,2.469,2.127333333,3.8578125,5.801818182,0.703378725,0,0.703378725,0
"552",87,235,1,25,0.33,20.29,0,6,0,11.25,0.086340426,0.003793103,0.8116,0.33,3.381666667,0,1.803555556,0,-0.2,297,312,15,19,14.68,17.96,4,3,0,40.18,0.057564103,0.049427609,0.945263158,0.978666667,5.986666667,3.67,0.446988552,0,1.356567004,0
"553",4223,1837,126,53,202.89,50.85,43,23,62.27,136.56,0.027681002,0.048044045,0.959433962,1.610238095,2.210869565,4.718372093,0.372363796,3.258230287,0.22,7738,6579,129,128,270.5,271.79,61,55,238.38,152.37,0.04131175,0.034957353,2.123359375,2.096899225,4.941636364,4.43442623,1.783750082,1.134742848,1.411386286,2.12348744
"554",8064,6651,344,208,237.06,226.62,107,75,139.69,309.84,0.034073072,0.029397321,1.089519231,0.689127907,3.0216,2.215514019,0.73140976,1.697043453,-0.01,51962,32453,2017,925,2160.1,912.74,802,334,2457.52,1006.86,0.028124981,0.041570763,0.986745946,1.070946951,2.732754491,2.693391521,0.906521264,0.878975553,0.175111504,0.818067901
"555",438,445,8,9,11.22,14.78,0,4,0,0,0.033213483,0.025616438,1.642222222,1.4025,3.695,0,0,0,0.1,3026,2516,10,19,18.18,38.18,0,3,0,41.61,0.015174881,0.006007931,2.009473684,1.818,12.72666667,0,0.917567892,0,0.917567892,0
"556",6581,9562,147,296,146.81,532.8,84,172,124.78,478.48,0.055720561,0.02230816,1.8,0.998707483,3.097674419,1.747738095,1.113526166,1.176550729,-0.15,24695,17274,297,187,590.63,344.89,153,102,379.16,255.09,0.019965845,0.023916987,1.844331551,1.988653199,3.38127451,3.860326797,1.352032616,1.557732883,0.23850645,0.381182154
"557",1956,1168,76,50,83.77,39.95,18,20,23,33.65,0.034203767,0.042827198,0.799,1.102236842,1.9975,4.653888889,1.187221397,3.642173913,0.42,1304,3600,51,158,59.74,150.28,27,58,99.46,219.06,0.041744444,0.045812883,0.951139241,1.171372549,2.591034483,2.212592593,0.686022094,0.600643475,0.501199302,3.041530438
"558",1686,544,54,15,81.96,13.87,16,6,49.27,0,0.025496324,0.0486121,0.924666667,1.517777778,2.311666667,5.1225,0,1.663486909,0.15,2911,2652,73,87,132.26,147.79,27,35,128.61,113.81,0.055727753,0.045434559,1.698735632,1.811780822,4.222571429,4.898518519,1.298567788,1.028380375,1.298567788,0.635106534
"559",336,2011,8,67,5.45,80.1,3,28,0,36.71,0.03983093,0.016220238,1.195522388,0.68125,2.860714286,1.816666667,2.181966767,0,-0.33,3112,3193,63,64,84.22,82.37,33,30,101.3,119,0.025797056,0.027062982,1.28703125,1.336825397,2.745666667,2.552121212,0.692184874,0.831391905,1.489781893,0.831391905
"560",7372,19962,383,1276,224.09,1117.17,129,439,334.38,1005.75,0.055964833,0.03039745,0.875525078,0.585091384,2.544806378,1.737131783,1.110782998,0.67016568,-0.03,56604,44192,2737,2390,3118.88,2448.41,1202,1012,3659.9,2729.12,0.055403919,0.055099993,1.024439331,1.139525027,2.41937747,2.594742097,0.897142669,0.852176289,0.213640329,0.182010609
"561",1046,4890,26,154,11.31,152,5,47,0,74.23,0.031083845,0.01081262,0.987012987,0.435,3.234042553,2.262,2.047689613,0,-0.14,69995,79444,1147,1830,1488.46,2273.91,391,660,1134.27,2128.55,0.028622803,0.021265233,1.24257377,1.297698344,3.445318182,3.806803069,1.06829062,1.312262512,0.979398993,1.312262512
"562",242,199,2,6,2.51,6.67,2,4,0,0,0.033517588,0.010371901,1.111666667,1.255,1.6675,1.255,0,0,0.07,3627,3712,33,28,55.49,43.07,14,11,50.06,22.4,0.011602909,0.015299145,1.538214286,1.681515152,3.915454545,3.963571429,1.922767857,1.108469836,1.922767857,1.108469836
"563",1447,7570,35,196,17.91,155.51,7,41,12.99,143.49,0.020542933,0.012377332,0.793418367,0.511714286,3.792926829,2.558571429,1.083768904,1.378752887,-0.16,25909,18338,611,453,561.38,390.12,217,193,489.02,579.86,0.021273858,0.021667374,0.861192053,0.918788871,2.02134715,2.587004608,0.672783086,1.147969408,0.410985818,0.230783479
"564",417,6162,15,157,11.75,152.85,3,40,0,64.4,0.024805258,0.028177458,0.973566879,0.783333333,3.82125,3.916666667,2.373447205,0,-0.55,70264,45067,379,240,411.6,233.75,112,76,323.3,240.3,0.005186722,0.005857907,0.973958333,1.086015831,3.075657895,3.675,0.972742405,1.27312094,1.4007048,1.27312094
"565",4600,13738,121,298,95.37,410.38,64,136,96.83,319.75,0.029871888,0.020732609,1.377114094,0.788181818,3.0175,1.49015625,1.283440188,0.984922028,-0.2,97354,71944,591,505,760.65,613.25,223,173,604.23,411.86,0.008523991,0.007813238,1.214356436,1.287055838,3.544797688,3.410986547,1.488976837,1.258874932,0.205536649,0.273952903
"566",1635,4865,45,130,46.57,249.6,19,92,11.25,241.89,0.051305242,0.02848318,1.92,1.034888889,2.713043478,2.451052632,1.031873992,4.139555556,-0.2,19601,15952,394,332,839.22,686.11,254,218,1048.19,819.57,0.043010908,0.042815162,2.066596386,2.13,3.147293578,3.304015748,0.83715851,0.800637289,0.194715482,3.338918267
"567",50,1207,0,47,0,80.41,0,12,0,12.69,0.066619718,0,1.710851064,0,6.700833333,0,6.336485422,0,-0.55,5729,4376,81,73,117.03,98.35,21,13,51.32,128.25,0.022474863,0.020427649,1.347260274,1.444814815,7.565384615,5.572857143,0.766861598,2.280397506,5.569623823,2.280397506
"568",384,3196,15,144,9.15,130.7,7,54,52.19,83.35,0.040894869,0.023828125,0.907638889,0.61,2.42037037,1.307142857,1.568086383,0.175320943,-0.23,13691,10592,454,395,477.15,402.1,166,119,520.01,317.55,0.037962613,0.034851362,1.017974684,1.050991189,3.378991597,2.87439759,1.266257282,0.917578508,0.3018291,0.742257565
"569",398,763,14,12,16.8,16.05,4,7,0,0,0.021035387,0.042211055,1.3375,1.2,2.292857143,4.2,0,0,-0.07,5876,5487,79,74,143.99,145.77,45,43,113.06,62.09,0.02656643,0.024504765,1.969864865,1.822658228,3.39,3.199777778,2.34772105,1.273571555,2.34772105,1.273571555
"570",1026,4608,17,116,24.2,402.79,2,27,60,420,0.087411024,0.023586745,3.472327586,1.423529412,14.91814815,12.1,0.95902381,0.403333333,-0.02,62854,41013,869,544,3084.82,1985.07,230,176,3335,3530,0.048400995,0.049079136,3.649025735,3.549850403,11.27880682,13.41226087,0.562342776,0.924983508,0.396681033,0.521650175
"571",5903,429,137,11,489.11,33.16,21,6,325,70,0.077296037,0.082857869,3.014545455,3.570145985,5.526666667,23.29095238,0.473714286,1.504953846,0.65,511,313,17,8,83.16,36.88,0,2,0,70,0.117827476,0.162739726,4.61,4.891764706,18.44,0,0.526857143,0,0.053142857,1.504953846
"572",353,674,9,19,18.05,54.93,0,5,0,20,0.081498516,0.051133144,2.891052632,2.005555556,10.986,0,2.7465,0,-1.61,1955,1239,64,35,165.13,97.32,7,4,35,75,0.078547215,0.084465473,2.780571429,2.58015625,24.33,23.59,1.2976,4.718,1.4489,4.718
"573",4722,15011,20,45,172.14,385.92,4,14,45,153.42,0.025709147,0.036454892,8.576,8.607,27.56571429,43.035,2.51544779,3.825333333,-0.98,3512,10650,10,13,28.51,56.91,3,6,0,219.56,0.005343662,0.008117882,4.377692308,2.851,9.485,9.503333333,0.259200219,0,2.256247572,3.825333333
"574",21,586,0,9,0,74.45,0,5,0,66.14,0.127047782,0,8.272222222,0,14.89,0,1.125642576,0,-0.15,5769,5855,10,18,87.31,156.52,0,8,0,324.12,0.026732707,0.015134339,8.695555556,8.731,19.565,0,0.482907565,0,0.642735011,0
"575",4356,3196,35,36,202.44,175.92,8,9,275.62,378.98,0.055043805,0.046473829,4.886666667,5.784,19.54666667,25.305,0.464193361,0.734489515,0.21,13572,12990,220,227,750.69,778.34,38,47,1131.72,1469.29,0.059918399,0.055311671,3.428810573,3.412227273,16.56042553,19.755,0.529738853,0.663317782,0.065545492,0.071171733
"576",459,203,5,4,68.19,42.8,2,5,100.74,204.17,0.210837438,0.148562092,10.7,13.638,8.56,34.095,0.209629231,0.676891007,0,1128,672,15,8,116.13,60.89,8,4,362.92,99.94,0.090610119,0.102952128,7.61125,7.742,15.2225,14.51625,0.609265559,0.319987876,0.399636329,0.35690313
