"ID","Region","Gender","Race","Education","Marital","Religion","Happy","Income","PolParty","Politics","Marijuana","DeathPenalty","OwnGun","GunLaw","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres00","Postlife"
1972,"Mountain","Female","White","Jr Col","Widowed","Protestant","Pretty happy",NA,"Ind, Near Rep","Slightly conservative","Not legal","Favor",NA,NA,"About right","Too little","Too little","Too much","Bush","Yes"
1973,"New Engl","Male","White","HS","Married","Catholic",NA,"50000-59999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Bush",NA
1974,"New Engl","Male","White","HS","Married","Catholic","Very happy","50000-59999","Ind, Near Rep","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
1975,"New Engl","Male","White","Bachelors","Married","Protestant","Very happy",NA,"Strong Rep","Conservative","Not legal",NA,NA,NA,"About right","About right","Too little","About right",NA,"Yes"
1976,"New Engl","Female","White","Graduate","Married","Catholic",NA,"35000-39999","Ind, Near Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too much","Gore",NA
1977,"New Engl","Male","White","HS","Married","Catholic",NA,"50000-59999","Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
1978,"New Engl","Female","White","Graduate","Never Married","Catholic",NA,"75000-89999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1979,"New Engl","Female","White","HS","Widowed","Protestant","Very happy",NA,"Ind, Near Rep","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Bush","No"
1980,"New Engl","Male","White","HS","Married","Protestant","Pretty happy","50000-59999","Not Str Rep","Slightly conservative","Not legal","Favor","No","Oppose","About right","About right","Too little","Too little","Bush",NA
1981,"New Engl","Female","White","HS","Divorced","Protestant",NA,"25000-29999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1982,"New Engl","Male","White","Left HS","Widowed","Catholic",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too much","About right","Too much","Too much","Bush",NA
1983,"New Engl","Female","White","HS","Married","Catholic","Pretty happy","40000-49999","Ind","Moderate",NA,"Favor","No","Favor","Too little","Too little","Too little","Too much","Bush","Yes"
1984,"New Engl","Male","White","HS","Divorced","Protestant","Pretty happy","30000-34999","Ind, Near Rep","Conservative","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Bush","Yes"
1985,"New Engl","Male","White","HS","Married","Catholic",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1986,"New Engl","Female","White","HS","Widowed","Protestant",NA,"1000-2999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1987,"New Engl","Male","White","Graduate","Married","Protestant","Pretty happy","60000-74999","Strong Dem","Liberal",NA,"Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
1988,"New Engl","Female","White","HS","Divorced","None","Pretty happy",NA,"Not Str Dem","Slightly liberal","Legal","Oppose","No","Favor",NA,NA,NA,NA,"Bush","Yes"
1989,"New Engl","Male","White","Bachelors","Divorced","None",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too much",NA,"Too little",NA,NA,NA
1990,"New Engl","Female","White","HS","Married","Catholic","Very happy","25000-29999","Not Str Dem","Slightly liberal",NA,NA,"No","Favor",NA,NA,NA,NA,NA,"Yes"
1991,"New Engl","Male","White","Left HS","Married","Protestant","Pretty happy",NA,"Ind","Slightly liberal","Not legal","Favor",NA,NA,"About right","About right","About right","About right",NA,"No"
1992,"New Engl","Male","White","Left HS","Never Married","Protestant","Very happy","30000-34999","Not Str Rep",NA,"Legal",NA,"Yes","Favor",NA,NA,NA,NA,"Gore",NA
1993,"New Engl","Female","White","HS","Married","Other",NA,"7000-7999","Ind",NA,NA,NA,NA,NA,NA,"Too little","Too little","About right",NA,NA
1994,"New Engl","Female","Black","HS","Never Married","Protestant","Very happy","130000-149999","Ind","Liberal","Not legal","Favor","No","Favor","Too much","Too little","Too little","Too much",NA,"No"
1995,"New Engl","Female","White","Bachelors","Married","Protestant",NA,"1000-2999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1996,"South Atlantic","Female","White","HS","Separated","Protestant",NA,"8000-9999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nader",NA
1997,"South Atlantic","Male","Other","Jr Col","Divorced","Protestant",NA,"6000-6999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Bush",NA
1998,"South Atlantic","Male","White","HS","Widowed","Protestant","Pretty happy",NA,"Ind","Moderate","Not legal","Oppose",NA,NA,"About right","Too little","About right","About right",NA,"No"
1999,"South Atlantic","Female","White","HS","Divorced","Catholic","Very happy",NA,"Ind, Near Dem","Slightly conservative",NA,"Favor","No","Favor","Too little","Too little","About right","About right","Bush","Yes"
2000,"South Atlantic","Male","Black","HS","Married","Protestant","Pretty happy","35000-39999","Not Str Dem","Liberal","Not legal","Oppose",NA,NA,NA,NA,NA,NA,NA,"No"
2001,"South Atlantic","Male","Black","Left HS","Never Married","Protestant","Pretty happy",NA,"Ind",NA,"Not legal","Favor","No","Favor","About right","About right","About right","About right",NA,"No"
2002,"South Atlantic","Female","Other","HS","Never Married","None",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"South Atlantic","Male","Black","Left HS","Divorced","Protestant","Pretty happy",NA,"Ind","Moderate",NA,"Favor","Yes","Favor","Too little","Too little","Too little","Too much",NA,"Yes"
2004,"South Atlantic","Female","Black","HS","Never Married","None","Very happy","4000-4999","Ind, Near Rep",NA,"Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"No"
2005,"South Atlantic","Female","White","HS","Divorced","None","Pretty happy",NA,"Ind, Near Dem","Liberal","Not legal","Favor","No","Favor","Too little","Too little","Too little","Too little","Gore","Yes"
2006,"South Atlantic","Female","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2007,"South Atlantic","Male","White","HS","Married","Catholic",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
2008,"South Atlantic","Female","White","HS","Married","Protestant","Pretty happy",NA,"Not Str Dem","Moderate","Not legal","Favor","Refused","Favor",NA,NA,NA,NA,"Gore","Yes"
2009,"South Atlantic","Male","White","HS","Separated","Protestant","Pretty happy","40000-49999","Strong Rep","Conservative","Not legal","Oppose",NA,NA,"Too little","About right","About right","Too little","Bush","Yes"
2010,"South Atlantic","Female","White","Jr Col","Never Married","Protestant","Not too happy","40000-49999","Not Str Rep","Slightly conservative","Not legal","Oppose","No","Favor",NA,NA,NA,NA,NA,"Yes"
2011,"South Atlantic","Male","White","HS","Never Married","Protestant",NA,"30000-34999","Ind, Near Dem",NA,NA,NA,NA,NA,"About right","About right","Too little","About right","Bush",NA
2012,"South Atlantic","Male","White","Bachelors","Married","Protestant",NA,"35000-39999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little",NA,NA
2013,"South Atlantic","Male","White","Left HS","Married","Protestant","Not too happy","40000-49999","Strong Rep","Moderate",NA,"Favor","Yes","Favor","Too little","About right","Too much","Too little","Bush","Yes"
2014,"South Atlantic","Female","White","HS","Married","Protestant","Very happy","40000-49999","Strong Rep","Extremely conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
2015,"South Atlantic","Female","White","HS","Married","Protestant","Pretty happy","10000-124999","Ind","Moderate","Not legal","Favor","Yes","Favor","Too little","Too little","About right","About right","Bush","Yes"
2016,"South Atlantic","Female","White","Bachelors","Never Married","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
2017,"South Atlantic","Female","White","Jr Col","Married","Protestant",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
2018,"South Atlantic","Female","White","HS","Separated","Protestant","Not too happy",NA,"Ind, Near Dem","Moderate","Not legal","Oppose","No","Favor","About right","About right",NA,"About right",NA,"Yes"
2019,"South Atlantic","Female","Other","HS","Married","Jewish",NA,"10000-124999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"South Atlantic","Female","White","Left HS","Widowed","Protestant","Not too happy",NA,"Strong Dem","Conservative",NA,"Oppose","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
2021,"South Atlantic","Female","White","HS","Married","Catholic","Pretty happy",NA,"Not Str Rep","Moderate","Not legal","Oppose",NA,NA,"About right","Too little","About right","Too little","Bush",NA
2022,"South Atlantic","Female","White","Graduate","Widowed","Protestant","Pretty happy","under 1000","Not Str Rep","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
2023,"South Atlantic","Male","White","Left HS","Married","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"South Atlantic","Male","White","Left HS","Married","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,"About right","About right","About right",NA,NA,NA
2025,"South Atlantic","Male","White","HS","Divorced","Protestant","Pretty happy","22500-24999","Not Str Dem","Moderate","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
2026,"North Central","Male","White","Left HS","Divorced","None","Pretty happy","25000-29999","Ind, Near Rep","Extremely conservative",NA,"Favor","Yes","Favor","About right","Too little","Too little","Too much",NA,"Yes"
2027,"North Central","Female","White","HS","Widowed","Protestant","Pretty happy","30000-34999","Ind","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Bush","Yes"
2028,"North Central","Female","White","Bachelors","Never Married","Catholic","Pretty happy","5000-5999","Not Str Rep","Liberal","Legal","Favor","Yes","Favor","About right","Too little","About right","Too little","Bush","No"
2029,"North Central","Male","White","Bachelors","Never Married","Protestant",NA,"35000-39999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2030,"North Central","Male","White","Bachelors","Divorced","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2031,"North Central","Male","White","HS","Divorced","Protestant",NA,"17500-19999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2032,"North Central","Male","White","HS","Divorced","Protestant","Pretty happy","40000-49999","Ind, Near Rep","Slightly conservative",NA,"Favor","Yes","Oppose","Too little","Too little","About right","Too little","Bush","Yes"
2033,"North Central","Male","White","Left HS","Never Married","None","Not too happy","8000-9999","Ind, Near Dem","Moderate","Legal","Oppose",NA,NA,NA,NA,NA,NA,NA,"No"
2034,"North Central","Male","White","HS","Never Married","None","Not too happy","22500-24999","Not Str Dem","Slightly conservative","Legal","Favor","No","Favor","About right","Too little","About right","About right",NA,"Yes"
2035,"North Central","Female","White","HS","Married","Catholic",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2036,"North Central","Male","White","HS","Widowed","Catholic",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
2037,"North Central","Female","Other","Graduate","Married","Catholic",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,"Too much","About right","Too little","About right","Bush",NA
2038,"North Central","Female","White","HS","Married","Protestant","Very happy","40000-49999","Not Str Rep","Moderate","Legal","Favor",NA,NA,"Too little","Too little","Too little","About right","Bush","Yes"
2039,"North Central","Female","White","HS","Married","Protestant",NA,"30000-34999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Gore",NA
2040,"North Central","Male","White","Graduate","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2041,"North Central","Male","White","HS","Married","Protestant","Pretty happy","130000-149999","Not Str Rep","Slightly conservative","Not legal","Favor",NA,NA,"Too little","Too little","About right","About right","Bush",NA
2042,"North Central","Male","White","HS","Married","Protestant","Pretty happy",NA,"Not Str Rep","Slightly conservative","Not legal","Oppose","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
2043,"North Central","Female","White","Jr Col","Married","Protestant",NA,"30000-34999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
2044,"North Central","Male","Other","HS","Married","None",NA,"30000-34999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Gore",NA
2045,"North Central","Female","White","HS","Married","Catholic",NA,"17500-19999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2046,"North Central","Female","White","Bachelors","Married","Catholic","Pretty happy","8000-9999","Not Str Dem","Moderate","Not legal",NA,NA,NA,NA,NA,NA,NA,"Gore","Yes"
2047,"North Central","Female","White","HS","Divorced","Catholic","Not too happy","12500-14999","Not Str Rep","Moderate","Not legal","Oppose","No","Favor","Too much","About right","About right","About right","Bush","Yes"
2048,"North Central","Female","White","Jr Col","Married","None",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2049,"North Central","Male","White","HS","Married","Protestant",NA,"40000-49999","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","About right","Too little","About right","Bush",NA
2050,"North Central","Male","White","Bachelors","Married","Catholic",NA,"40000-49999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2051,"North Central","Male","White","HS","Married","Protestant","Very happy","40000-49999","Not Str Rep","Slightly conservative",NA,"Favor","Yes","Oppose","About right","About right","About right","Too much","Bush","Yes"
2052,"North Central","Female","White","HS","Married","Protestant","Pretty happy","10000-124999","Strong Dem","Slightly liberal",NA,"Favor",NA,NA,NA,NA,NA,NA,"Bush","No"
2053,"North Central","Male","White","HS","Never Married","Protestant","Pretty happy","17500-19999","Ind, Near Rep","Moderate","Legal","Favor","Yes","Oppose","Too much","Too little","Too little","About right",NA,"Yes"
2054,"North Central","Female","White","HS","Divorced","Protestant",NA,"20000-22499","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2055,"North Central","Male","White","HS","Married","Protestant",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2056,"North Central","Female","White","Left HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too little","About right","About right","About right",NA,NA
2057,"North Central","Female","White","HS","Married","Catholic","Pretty happy","15000-17499","Not Str Dem","Slightly liberal","Not legal","Oppose",NA,NA,"About right","Too little","About right","Too little","Bush","No"
2058,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","About right","About right","Too little","Bush",NA
2059,"North Central","Male","White","Jr Col","Married","Protestant",NA,"130000-149999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2060,"North Central","Female","White","Graduate","Divorced","Protestant",NA,"40000-49999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Gore",NA
2061,"North Central","Female","White","Graduate","Married","Protestant","Very happy","50000-59999","Strong Rep","Slightly conservative","Not legal","Favor",NA,NA,"Too little","Too little","Too little","Too much","Bush","Yes"
2062,"North Central","Male","White","HS","Married","Protestant","Pretty happy",NA,"Strong Rep","Conservative","Not legal","Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
2063,"North Central","Female","White","Graduate","Married","Protestant",NA,"50000-59999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
2064,"North Central","Female","White","Bachelors","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little",NA,"Bush",NA
2065,"North Central","Female","White","HS","Divorced","Catholic",NA,"20000-22499","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2066,"North Central","Male","White","Bachelors","Divorced","Protestant","Pretty happy","60000-74999","Other party","Slightly conservative",NA,"Favor","Refused","Oppose","About right","Too much","Too much","Too much","Other",NA
2067,"North Central","Female","White","HS","Married","Protestant","Pretty happy","12500-14999","Not Str Dem","Moderate","Not legal","Favor","No","Favor","Too little","Too little","About right","About right","Bush","Yes"
2068,"North Central","Male","White","HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too much","About right","Too little","Too much",NA,NA
2069,"North Central","Female","White","Left HS","Married","Protestant","Pretty happy",NA,"Not Str Dem","Slightly conservative",NA,"Oppose","No","Oppose","Too little","About right","About right","About right",NA,"Yes"
2070,"North Central","Female","White","HS","Divorced","Protestant","Not too happy",NA,"Ind, Near Dem","Moderate","Legal","Favor","No","Oppose","Too much","About right","About right","About right",NA,"Yes"
2071,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2072,"North Central","Female","White","HS","Married","None","Very happy",NA,"Ind","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
2073,"North Central","Female","White","Left HS","Married","Protestant","Very happy","10000-124999","Strong Dem","Moderate","Not legal","Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
2074,"North Central","Female","White","HS","Never Married","Protestant","Pretty happy","6000-6999","Strong Rep","Extremely conservative",NA,"Favor","No","Oppose",NA,NA,NA,NA,NA,NA
2075,"North Central","Male","White","Bachelors","Married","Catholic","Very happy","75000-89999","Strong Dem","Moderate","Not legal","Favor",NA,NA,"About right","Too little","About right","About right","Bush","Yes"
2076,"North Central","Male","White","HS","Never Married","Protestant",NA,"12500-14999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Bush",NA
2077,"North Central","Male","White","HS","Never Married","Catholic","Not too happy",NA,"Not Str Dem","Slightly liberal","Legal","Oppose","No","Favor",NA,NA,NA,NA,NA,"Yes"
2078,"North Central","Female","White","HS","Married","Protestant",NA,"25000-29999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too little",NA,NA
2079,"North Central","Female","White","HS","Widowed","Catholic","Pretty happy",NA,"Not Str Rep","Moderate",NA,"Oppose","No","Favor","About right","Too little","Too little","Too little","Bush","Yes"
2080,"North Central","Female","White","Graduate","Married","Catholic","Very happy","40000-49999","Ind, Near Rep","Conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
2081,"North Central","Male","White","Graduate","Divorced","Catholic","Pretty happy","130000-149999","Not Str Rep","Conservative","Not legal","Favor","No","Favor","Too little","Too little",NA,"Too little",NA,"Yes"
2082,"North Central","Female","Other","Graduate","Married","Buddhism",NA,"17500-19999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2083,"North Central","Female","White","Bachelors","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"About right","About right","Too little","About right","Bush",NA
2084,"North Central","Male","White","HS","Never Married","Catholic","Very happy","20000-22499","Strong Rep","Moderate",NA,"Favor","No","Favor","Too much","About right","About right","About right","Bush","Yes"
2085,"North Central","Female","White","Left HS","Married","Protestant","Very happy",NA,"Strong Dem","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Gore","No"
2086,"North Central","Female","White","HS","Married","Protestant",NA,"20000-22499","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
2087,"North Central","Male","White","HS","Never Married","Catholic",NA,"10000-124999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2088,"North Central","Female","White","HS","Widowed","Catholic",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","About right","Gore",NA
2089,"North Central","Male","White","HS","Married","Catholic","Pretty happy","25000-29999","Not Str Rep","Slightly conservative","Not legal","Favor",NA,NA,"About right","Too little","Too little","Too little","Bush","Yes"
2090,"North Central","Male","White","HS","Never Married","Catholic","Pretty happy","25000-29999","Not Str Rep","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,NA,"No"
2091,"North Central","Male","White","HS","Never Married","None",NA,"10000-124999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little",NA,NA
2092,"North Central","Male","Black","Bachelors","Married","Protestant",NA,"22500-24999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2093,"North Central","Male","White","HS","Divorced","Christian",NA,"under 1000","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too much","Gore",NA
2094,"North Central","Male","White","HS","Married","None","Pretty happy","30000-34999","Ind, Near Rep","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,"No"
2095,"North Central","Female","Other","Graduate","Never Married","None",NA,"30000-34999","Ind, Near Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little",NA,NA
2096,"North Central","Male","Black","Graduate","Married","Catholic",NA,"35000-39999","Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
2097,"North Central","Male","White","HS","Never Married","Protestant","Pretty happy","3000-3999","Strong Dem","Moderate",NA,"Favor","No","Oppose","About right","Too little","Too little","Too little",NA,"Yes"
2098,"South Central","Male","White","Left HS","Married","Protestant",NA,"15000-17499","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Bush",NA
2099,"South Central","Male","White","HS","Divorced","Protestant","Pretty happy","3000-3999","Not Str Rep","Slightly conservative",NA,"Oppose","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
2100,"South Central","Female","White","HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Bush",NA
2101,"South Central","Female","White","HS","Divorced","Protestant",NA,"10000-124999","Strong Rep",NA,NA,NA,NA,NA,"Too much","Too little","About right","Too much","Bush",NA
2102,"South Central","Male","White","Left HS","Never Married","Protestant",NA,"17500-19999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2103,"South Central","Male","White","HS","Married","Protestant",NA,"12500-14999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2104,"South Central","Male","White","Left HS","Never Married","None","Pretty happy",NA,"Not Str Rep","Conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
2105,"South Central","Male","White","HS","Married","Protestant","Very happy","17500-19999","Not Str Rep","Moderate","Not legal","Favor","Yes","Favor","About right","Too little","Too little","About right","Bush","Yes"
2106,"South Central","Male","White","HS","Never Married","Protestant",NA,"8000-9999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2107,"South Central","Female","White","Left HS","Widowed","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2108,"South Central","Male","White","Left HS","Married","Protestant","Pretty happy","10000-124999","Not Str Rep","Conservative",NA,"Favor","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
2109,"South Central","Male","White","Left HS","Married","Protestant","Pretty happy","10000-124999","Not Str Rep","Conservative","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
2110,"South Central","Male","White","HS","Divorced","Protestant","Pretty happy","15000-17499","Strong Rep","Moderate",NA,"Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","No"
2111,"South Central","Female","White","HS","Divorced","Protestant","Pretty happy","15000-17499","Not Str Rep","Slightly conservative","Not legal","Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
2112,"South Central","Male","White","HS","Divorced","Protestant",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too much","Bush",NA
2113,"South Central","Male","White","Left HS","Married","Protestant",NA,"6000-6999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too much","Too much","About right","Gore",NA
2114,"South Central","Female","White","Graduate","Married","Protestant",NA,"20000-22499","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2115,"South Central","Female","Black","Left HS","Never Married","Catholic",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"About right","About right","Too little","About right","Gore",NA
2116,"South Central","Female","Black","Left HS","Never Married","Protestant","Pretty happy","10000-124999","Strong Dem","Moderate",NA,"Favor","No","Favor","Too much","Too little","Too much","About right","Gore","No"
2117,"South Central","Male","White","Left HS","Divorced","Catholic",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2118,"South Central","Male","White","HS","Married","Catholic",NA,"30000-34999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2119,"South Central","Male","White","Bachelors","Married","Protestant",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","About right","Gore",NA
2120,"South Central","Male","White","Left HS","Married","Protestant","Very happy",NA,"Ind","Conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
2121,"South Central","Male","Black","Left HS","Widowed","Catholic","Pretty happy",NA,"Strong Dem","Extremely liberal",NA,"Oppose",NA,NA,"Too little","Too little","Too little","Too little","Gore","Yes"
2122,"South Central","Male","White","HS","Married","Catholic","Very happy","30000-34999","Ind, Near Dem","Moderate","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
2123,"South Central","Male","White","Left HS","Married","Catholic","Very happy","20000-22499","Ind, Near Rep","Conservative","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
2124,"South Central","Male","White","HS","Married","Catholic",NA,"22500-24999","Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
2125,"South Central","Male","White","Left HS","Married","Protestant",NA,"75000-89999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2126,"South Central","Female","White","Left HS","Widowed","Catholic","Pretty happy",NA,"Strong Rep","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
2127,"South Central","Female","Black","Left HS","Never Married","Catholic","Pretty happy",NA,"Ind","Slightly conservative","Not legal","Oppose",NA,NA,"About right","About right","Too little","Too little",NA,"Yes"
2128,"South Central","Female","White","HS","Married","Catholic","Very happy","12500-14999","Not Str Dem","Moderate","Not legal","Oppose","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
2129,"South Central","Male","White","Bachelors","Married","Catholic",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
2130,"South Central","Female","Other","HS","Married","Catholic","Pretty happy",NA,"Ind, Near Rep","Conservative","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
2131,"South Central","Male","Black","HS","Married","Catholic",NA,"10000-124999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2132,"South Central","Male","White","Left HS","Married","Catholic",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right","Bush",NA
2133,"South Central","Female","White","HS","Married","Catholic","Pretty happy","40000-49999","Not Str Dem","Conservative",NA,"Oppose","Yes","Favor","Too little","Too little","About right","Too little","Bush","Yes"
2134,"South Central","Female","White","HS","Married","Catholic","Pretty happy",NA,"Ind","Conservative","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
2135,"South Central","Male","Black","Left HS","Married","Catholic",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
2136,"South Central","Male","White","HS","Married","Catholic","Very happy","under 1000","Strong Dem","Extremely liberal",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
